Target,Toxins,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04544189,https://clinicaltrials.gov/study/NCT04544189,Phase 2,Active Not Recruiting,secondary,PK,Pharmacokinetics (PK) of alpelisib when given in combination with fulvestrant (PK cohort): Maximum observed plasma concentration (Cmax),"Cycle (C) 1 Day (D) 1 and 15 pre-dose, 1",Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04544189,https://clinicaltrials.gov/study/NCT04544189,Phase 2,Active Not Recruiting,secondary,PK,Pharmacokinetics (PK) of alpelisib when given in combination with fulvestrant (PK cohort): Time to reach maximum plasma concentration (Tmax),"Cycle (C) 1 Day (D) 1 and 15 pre-dose, 1",Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04544189,https://clinicaltrials.gov/study/NCT04544189,Phase 2,Active Not Recruiting,secondary,PK,Pharmacokinetics (PK) of alpelisib when given in combination with fulvestrant (PK cohort): Area under the curve from time 0 to 24h (AUC0-24h),"Cycle (C) 1 Day (D) 1 and 15 pre-dose, 1",Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04553133,https://clinicaltrials.gov/study/NCT04553133,Phase 2,Active Not Recruiting,secondary,PK,Maximum plasma concentration (Cmax) of PF-07104091 after a single dose and multiple dose,Day 1 and Day 15 of Cycle 1 (each cycle,Breast Cancer; Ovarian Cancer; Small Cell Lung Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04553133,https://clinicaltrials.gov/study/NCT04553133,Phase 2,Active Not Recruiting,secondary,PK,Time to maximum plasma concentration (Tmax) of PF-07104091 after a single dose and multiple dose,Day 1 and Day 15 of Cycle 1 (each cycle,Breast Cancer; Ovarian Cancer; Small Cell Lung Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04553133,https://clinicaltrials.gov/study/NCT04553133,Phase 2,Active Not Recruiting,secondary,PK,Area under the concentration versus time curve from time zero to the last quantifiable time point prior to the next dose (AUClast) of PF-07104091,Day 1 and Day 15 of Cycle 1 (each cycle,Breast Cancer; Ovarian Cancer; Small Cell Lung Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04553133,https://clinicaltrials.gov/study/NCT04553133,Phase 2,Active Not Recruiting,secondary,PK,Maximum plasma concentration of PF-07104091 with or without food,From baseline through time to event on s,Breast Cancer; Ovarian Cancer; Small Cell Lung Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04556773,https://clinicaltrials.gov/study/NCT04556773,Phase 1,Active Not Recruiting,secondary,PK,"Serum concentration of T-DXd, total anti-HER2 antibody and MAAA-1181a",While on study drug up to study completi,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04556773,https://clinicaltrials.gov/study/NCT04556773,Phase 1,Active Not Recruiting,secondary,PK,Serum Concentration of durvalumab,While on study drug up to study completi,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,Single Dose: Maximal concentration (Cmax) in the Dose Escalation and Dose Finding portion,Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,Single Dose: Time to Maximum Plasma Concentration (Tmax) in the Dose Escalation and Dose Finding portion,Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,Single Dose: Area Under the Plasma Concentration Versus Time Curve from Time Zero to the Last Sampling Time Point Within the Dose Interval (AUClast) in the Dose Escalation and Dose Finding portion,Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,Single Dose: Area Under the Plasma Concentration Versus Time Curve from Time Zero Extrapolated to Infinity (AUCinf) in the Dose Escalation and Dose Finding portion,Time Frame: Cycle 1 (each cycle is 28 da,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,"Multiple Dose: Time to Maximum Plasma Concentration at Steady State (Tss,max) in the Dose Escalation and Dose Finding portion",Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,"Area Under the Plasma Concentration Versus Time Curve Within One Dose Interval (AUCss,t) in the Dose Escalation and Dose Finding portion",Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,"Multiple Dose: Steady State Minimum Plasma Concentration (Css,min) in the Dose Escalation and Dose Finding portion",Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,"Multiple Dose: Accumulation Ratio (Rac (AUCss,t /AUCsd,t)) in the Dose Escalation and Dose Finding portion",Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,Peak and Trough Concentration of PF-07220060,Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04557449,https://clinicaltrials.gov/study/NCT04557449,Phase 2,Active Not Recruiting,secondary,PK,Peak and trough concentrations of enzalutamide and N-desmethyl enzalutamide,Cycle 1 (each cycle is 28 days) and Day,Adenocarcinoma of Lung; Breast Neoplasms; Liposarcoma; Prostate Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04572295,https://clinicaltrials.gov/study/NCT04572295,Phase 1,Completed,secondary,PK,"Cmax: Maximum Observed Plasma Concentration of E7090, its Metabolite (M2) and Exemestane",For E7090 and its metabolite (M2)- Parts,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04572295,https://clinicaltrials.gov/study/NCT04572295,Phase 1,Completed,secondary,PK,"AUC: Area Under the Plasma Concentration-time Curve of E7090, its Metabolite (M2) and Exemestane",For E7090 and its metabolite (M2)- Parts,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04572295,https://clinicaltrials.gov/study/NCT04572295,Phase 1,Completed,secondary,PK,Part 1: Plasma Concentration of Fulvestrant,Cycles 2 and 3 Day 1: pre-dose (each cyc,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04576455,https://clinicaltrials.gov/study/NCT04576455,Phase 2,Active Not Recruiting,secondary,PK,Plasma Concentration of Giredestrant at Specified Timepoints,"Cycle 1 Day 1 3-hours postdose, Cycle 2","Estrogen Receptor-Positive, HER2-Negative, Locally Advanced or Metastatic Breast Cancer",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04579380,https://clinicaltrials.gov/study/NCT04579380,Phase 2,Active Not Recruiting,secondary,PK,Maximum Concentration (Cmax) of Tucatinib,Cycle 3 Day 1: anytime within 1-4 hours,"Biliary Tract Neoplasms; Carcinoma, Non-Small-Cell Lung; HER2 Mutations Breast Neoplasms; Urologic Neoplasms; ",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04579380,https://clinicaltrials.gov/study/NCT04579380,Phase 2,Active Not Recruiting,secondary,PK,Trough Concentration (Ctrough) of Tucatinib,Cycle 3 Day 1: Predose,"Biliary Tract Neoplasms; Carcinoma, Non-Small-Cell Lung; HER2 Mutations Breast Neoplasms; Urologic Neoplasms; ",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,Single Dose: Maximum Observed Concentration (Cmax) in the Dose Escalation and Dose Finding Arms,Up to 24 months,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,Single Dose: AUC from time zero to time of last measurable concentration (AUClast) in the Dose Escalation and Dose Finding Arms,Up to 24 months,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,"Multiple Dose: Steady-State Cmax (Cmax,ss) in the Dose Escalation and Dose Finding Arms",Up to 24 months,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,"Multiple Dose: Steady state AUC during a dosage interval (τ) (AUCτ,ss) in the Dose Escalation and Dose Finding Arms",Up to 24 months,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,"Palbociclib trough concentrations at steady instate (Cmin,ss) in the 1C combination dose finding arm.",Up to 24 months,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,Trough concentrations of PF-07248144 for selected cycles in the Dose Expansion Arms,Up to 24 months,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,Maximum Observed Concentration (Cmax) in the participants in the food effect subset in monotherapy dose expansion arm,Cycle 1 Day -7 and Cycle 1 Day 1 (each c,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04606446,https://clinicaltrials.gov/study/NCT04606446,Phase 2,Recruiting,secondary,PK,AUC from time zero to time of last measurable concentration (AUClast) in the participants in the food effect subset in monotherapy dose expansion arm,Cycle 1 Day -7 and Cycle 1 Day 1 (each c,Locally Advanced or Metastatic Castration-resistant Prostate Cancer; Locally Advanced or Metastatic ER+ HER2- ,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04726332,https://clinicaltrials.gov/study/NCT04726332,Phase 1,Terminated,secondary,PK,Dose-Escalation Stage: Time to Maximum Plasma Concentration (Tmax),Approximately 18 months,Epithelial Ovarian Cancer; Hormone Receptor Positive Breast Carcinoma; Metastatic Castration-resistant Prostat,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04726332,https://clinicaltrials.gov/study/NCT04726332,Phase 1,Terminated,secondary,PK,Dose-Escalation Stage: Maximum Plasma Concentration (Cmax),Approximately 18 months,Epithelial Ovarian Cancer; Hormone Receptor Positive Breast Carcinoma; Metastatic Castration-resistant Prostat,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04726332,https://clinicaltrials.gov/study/NCT04726332,Phase 1,Terminated,secondary,PK,Dose-Escalation Stage: Area Under the Plasma Concentration-Time Curve Over the Last 24-hour Dosing Interval (AUC 0-24),Approximately 18 months,Epithelial Ovarian Cancer; Hormone Receptor Positive Breast Carcinoma; Metastatic Castration-resistant Prostat,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04856371,https://clinicaltrials.gov/study/NCT04856371,Phase 1,Unknown,secondary,PK,Pharmacokinetic measures - AUC,20 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04856371,https://clinicaltrials.gov/study/NCT04856371,Phase 1,Unknown,secondary,PK,Pharmacokinetic measures - C trough,20 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04856371,https://clinicaltrials.gov/study/NCT04856371,Phase 1,Unknown,secondary,PK,Pharmacokinetic measures - Cmax,20 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04856371,https://clinicaltrials.gov/study/NCT04856371,Phase 1,Unknown,secondary,PK,Pharmacokinetic measures - Tmax,20 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04856371,https://clinicaltrials.gov/study/NCT04856371,Phase 1,Unknown,secondary,PK,Pharmacokinetic measures - CL/F,20 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04856371,https://clinicaltrials.gov/study/NCT04856371,Phase 1,Unknown,secondary,PK,Pharmacokinetic measures - Vz/F,20 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,"Phase Ib: 1. PK parameters for Palbociclib, Ribociclib, Abemaciclib: Cmax.","Cycle 0 (Cycle 0 is 3 days), Cycle 1 Day",Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,"Phase Ib: 2. PK parameters for Palbociclib, Ribociclib, Abemaciclib: AUC0-72h.",Cycle 0 (Cycle 0 is 3 days).,Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,"Phase Ib: 3. PK parameters for Palbociclib, Ribociclib, Abemaciclib: AUC0-24h.","Cycle 0 (Cycle 0 is 3 days), Cycle 1 Day",Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,"Phase Ib: 4. PK parameters for Palbociclib, Ribociclib, Abemaciclib: Cmin.",Cycle 1 Day 11 and Cycle 1 Day 14 (Cycle,Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,Phase Ib: 5. PK parameters for capivasertib: Cmax.,Cycle 1 Day 11 (Cycle 0 is 3 days and Cy,Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,Phase Ib: 6. PK parameters for capivasertib: AUC0-12h.,Cycle 1 Day 11 (Cycle 0 is 3 days and Cy,Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,Phase Ib: 7. PK parameters for capivasertib: Cmin.,Cycle 1 Day 11 (Cycle 0 is 3 days and Cy,Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04862663,https://clinicaltrials.gov/study/NCT04862663,Phase 3,Recruiting,secondary,PK,Phase III: 9. Plasma concentration of capivasertib pre- and post-dose.,Up to approximately 69 months.,Locally Advanced (Inoperable) or Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,PK,Pharmacokinetics (PK): Plasma Concentration of Imlunestrant,Cycle 1 Day 1 (within 2 to 4 hours post-,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,PK,Pharmacokinetics (PK): Plasma Concentration of Total Abemaciclib,Cycle 1 Day 1 (within 2 to 4 hours post-,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05004142,https://clinicaltrials.gov/study/NCT05004142,Phase 2,Unknown,secondary,PK,PK parameters of FCN-437c combination therapy Cmax,Plasma concentration of FCN-437c and PK,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05004142,https://clinicaltrials.gov/study/NCT05004142,Phase 2,Unknown,secondary,PK,PK parameters of FCN-437c combination therapy AUC,Plasma concentration of FCN-437c and PK,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05077449,https://clinicaltrials.gov/study/NCT05077449,Phase 3,Active Not Recruiting,secondary,PK,Maximum Plasma Concentration [Cmax],Up to approximately 4 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05077449,https://clinicaltrials.gov/study/NCT05077449,Phase 3,Active Not Recruiting,secondary,PK,Time to Maximum Plasma Concentration [Tmax],Up to approximately 4 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05077449,https://clinicaltrials.gov/study/NCT05077449,Phase 3,Active Not Recruiting,secondary,PK,Area under the time-concentration Curve [AUC],Up to approximately 4 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05216432,https://clinicaltrials.gov/study/NCT05216432,Phase 1,Recruiting,secondary,PK,"Pharmacokinetic parameters including maximum plasma drug concentration (Cmax) of RLY-2608 (and its metabolites, as appropriate) as single agent",Approximately every 2 weeks in Cycle 1 (,Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer; PIK3CA Mutation;,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05216432,https://clinicaltrials.gov/study/NCT05216432,Phase 1,Recruiting,secondary,PK,"Pharmacokinetic parameters including area under the plasma concentration versus time curve during a dose interval (AUC0-tau) of RLY-2608 (and its metabolites, as appropriate) as single agent",Approximately every 2 weeks in Cycle 1 (,Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer; PIK3CA Mutation;,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05216432,https://clinicaltrials.gov/study/NCT05216432,Phase 1,Recruiting,secondary,PK,"Pharmacokinetic parameters including half-life (t1/2) of RLY-2608 (and its metabolites, as appropriate) as single agent",Approximately every 2 weeks in Cycle 1 (,Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer; PIK3CA Mutation;,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05216432,https://clinicaltrials.gov/study/NCT05216432,Phase 1,Recruiting,secondary,PK,"Pharmacokinetic parameters including maximum plasma drug concentration (Cmax) of RLY-2608 (and its metabolites, as appropriate) when RLY-2608 is administered in combination with fulvestrant",Approximately every 2 weeks in Cycle 1 (,Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer; PIK3CA Mutation;,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05216432,https://clinicaltrials.gov/study/NCT05216432,Phase 1,Recruiting,secondary,PK,"Pharmacokinetic parameters including area under the plasma concentration versus time curve during a dose interval (AUC0-tau) of RLY-2608 (and its metabolites, as appropriate) when RLY-2608 is administered in combination ",Approximately every 2 weeks in Cycle 1 (,Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer; PIK3CA Mutation;,No
