Target,Drug,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
INSR,Insulin,NCT02825251,https://clinicaltrials.gov/study/NCT02825251,Phase 3,Completed,secondary,PK,Area Under the Curve (AUC3.9-IG) for IG ≤3.9 mmol/L [70 mg/dL],Week 16,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT02825251,https://clinicaltrials.gov/study/NCT02825251,Phase 3,Completed,secondary,PK,"Change From Baseline in AUCIG,0-15min","Week 0, week 16","Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT02825251,https://clinicaltrials.gov/study/NCT02825251,Phase 3,Completed,secondary,PK,"Change From Baseline in AUCIG,0-30min","Week 0, week 16","Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT02825251,https://clinicaltrials.gov/study/NCT02825251,Phase 3,Completed,secondary,PK,"Change From Baseline in AUCIG,0-1h","Week 0, week 16","Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT02825251,https://clinicaltrials.gov/study/NCT02825251,Phase 3,Completed,secondary,PK,"Change From Baseline in AUCIG,0-2h","Week 0, week 16","Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT02825251,https://clinicaltrials.gov/study/NCT02825251,Phase 3,Completed,secondary,PK,"Change From Baseline in AUCIG,0-4h","Week 0, week 16","Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT02910518,https://clinicaltrials.gov/study/NCT02910518,Phase 1,Completed,primary,PK,Assessment of PK parameter: maximum observed insulin concentration,10 hours,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT02910518,https://clinicaltrials.gov/study/NCT02910518,Phase 1,Completed,primary,PK,Assessment of PK parameter: area under the concentration time curve,10 hours,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT02910518,https://clinicaltrials.gov/study/NCT02910518,Phase 1,Completed,secondary,PK,Assessment of PK parameter: time to reach Cmax (INS-tmax),10 hours,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT02910518,https://clinicaltrials.gov/study/NCT02910518,Phase 1,Completed,secondary,PK,Assessment of PK parameter: terminal half-life (INS-t1/2z),10 hours,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT02910518,https://clinicaltrials.gov/study/NCT02910518,Phase 1,Completed,secondary,PK,Assessment of PD parameter: area under the body weight standardized glucose infusion rate (GIR) versus time curve from 0 to 10 hours (GIR-AUC0-10),10 hours,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT02925299,https://clinicaltrials.gov/study/NCT02925299,N/A,Completed,secondary,PK,AUC of glucose below 3.5mmol/l (63mg/dl),6 months,"Autoimmune Diseases; Diabetes Mellitus; Diabetes Mellitus, Type 1; Endocrine System Diseases; Glucose Metaboli",No
INSR,Insulin,NCT02925299,https://clinicaltrials.gov/study/NCT02925299,N/A,Completed,secondary,PK,AUC glucose above 10.0mmol/L (180mg/dL),6 months,"Autoimmune Diseases; Diabetes Mellitus; Diabetes Mellitus, Type 1; Endocrine System Diseases; Glucose Metaboli",No
INSR,Insulin,NCT02942654,https://clinicaltrials.gov/study/NCT02942654,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve From Time Zero to 8 Hours (AUC[0-8 Hours]),"Predose (0), 5, 10, 15, 20, 25, 30, 35,",Healthy,No
INSR,Insulin,NCT02942914,https://clinicaltrials.gov/study/NCT02942914,Phase 1,Completed,secondary,PK,Pharmacokinetics: Area Under The Concentration Curve Zero to Infinity (AUC[0-∞]) of LY3209590,Baseline through Day 31,"Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT02964104,https://clinicaltrials.gov/study/NCT02964104,Phase 1,Completed,secondary,PK,"AUCI287,τ,SS, area under the steady-state serum insulin 287 concentration-time curve",During one dosing interval at steady-sta,"Diabetes; Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT02964104,https://clinicaltrials.gov/study/NCT02964104,Phase 1,Completed,secondary,PK,"AUCGIR,0-24h,SS, area under the glucose infusion rate-time curve at steady state",At day 30 and day 35,"Diabetes; Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03025009,https://clinicaltrials.gov/study/NCT03025009,Phase 1,Completed,secondary,PK,Pharmacokinetics (PK): Time to Maximum Concentration (Tmax) of LY3192767,Predose through 336 Hours,Healthy,No
INSR,Insulin,NCT03025009,https://clinicaltrials.gov/study/NCT03025009,Phase 1,Completed,secondary,PK,PK: Maximum Serum Concentration (Cmax) of LY3192767,Predose through 336 Hours,Healthy,No
INSR,Insulin,NCT03025009,https://clinicaltrials.gov/study/NCT03025009,Phase 1,Completed,secondary,PK,PK: Area Under the Concentration-Time Curve from Time Zero to Infinity (AUC[0-inf] of LY3192767,Predose through 336 Hours,Healthy,No
INSR,Insulin,NCT03056456,https://clinicaltrials.gov/study/NCT03056456,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve From Time Zero to 5 Hours(h) (AUC [0-5 h]) Following Administration of Each Study Arm With a Standard Single-wave Bolus,"Days 1 and 3: -15, 0, 5, 10, 15, 20, 25,","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03056456,https://clinicaltrials.gov/study/NCT03056456,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve From Time Zero to 5 Hours (AUC [0-5 h]) of Following Administration of Each Study Arm With a Standard Dual-wave Bolus,"Days 1 and 3: -15, 0, 5, 10, 15, 20, 25,","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03056456,https://clinicaltrials.gov/study/NCT03056456,Phase 1,Completed,secondary,PK,Glucodynamics (GD): Change From Baseline Area Under the Concentration Curve From Time Zero to 5 Hours (AUC [0-5h]) of Glucose Relative to Mixed Meal Tolerance Test Following Administration of Each Study Arm With a Standa,"Days 1 and 3: -30, -15, 0, 5, 10, 20, 30","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03056456,https://clinicaltrials.gov/study/NCT03056456,Phase 1,Completed,secondary,PK,Glucodynamics (GD): Change From Baseline Area Under the Concentration Curve From Time Zero to 5 Hours (AUC [0-5 h]) of Glucose Relative to MMTT Following Administration of Each Study Arm With a Standard Dual-wave Bolus,"Day 1 and 3: -30, -15, 0, 5, 10, 20, 30,","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03143816,https://clinicaltrials.gov/study/NCT03143816,Phase 4,Completed,secondary,PK,"The Area Under the Curve Calculation (AUC) (Min*mg/dl) in the PPBG and PPGE,","0, 1, 2, 3, 4 hours post-dose at 4 weeks","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03166124,https://clinicaltrials.gov/study/NCT03166124,Phase 1,Completed,primary,PK,Pharmacokinetics: Insulin Lispro Area Under the Concentration Versus Time Curve (AUC) for Each Treatment Arm,"Day 1: Pre-dose, 5, 10, 15, 20, 25, 30,","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Maximal Plasma MK-1092 Concentration (Cmax) Parts 1 and 3,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Area Under the Plasma Drug Curve From 0 to Infinity (AUC0-inf) MK-1092 Parts 1 and 3,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Maximal Plasma MK-1092 Concentration (Cmax) Part 4,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Area Under the Plasma Drug Curve From 0 to Infinity (AUC0-inf) MK-1092 Part 4,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Maximal Plasma Insulin Glargine Concentration (Cmax) Parts 1 and 3,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Area Under the Plasma Drug Curve From 0 to Infinity (AUC0-inf) Insulin Glargine Parts 1 and 3,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Maximal Plasma Insulin Glargine Concentration (Cmax) Part 4,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03170544,https://clinicaltrials.gov/study/NCT03170544,Phase 1,Completed,secondary,PK,Area Under the Plasma Drug Curve From 0 to Infinity (AUC0-inf) Insulin Glargine Part 4,"-15 min (predose), 10 min, 30 min, 1.0 h",Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03172494,https://clinicaltrials.gov/study/NCT03172494,Phase 3,Completed,secondary,PK,Serum Concentrations of Insulin Degludec,"Week 0, week 26","Diabetes; Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03172494,https://clinicaltrials.gov/study/NCT03172494,Phase 3,Completed,secondary,PK,Plasma Concentration of Liraglutide,"Week 0, week 26","Diabetes; Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03179332,https://clinicaltrials.gov/study/NCT03179332,Phase 1,Completed,primary,PK,AUCGIR(0-60min),60 minutes,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT03179332,https://clinicaltrials.gov/study/NCT03179332,Phase 1,Completed,secondary,PK,AUCins(0-30min),30 minutes,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT03179332,https://clinicaltrials.gov/study/NCT03179332,Phase 1,Completed,secondary,PK,AUCins(0-60min),60 minutes,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT03179332,https://clinicaltrials.gov/study/NCT03179332,Phase 1,Completed,secondary,PK,AUCins(0-600min),600 minutes,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT03179332,https://clinicaltrials.gov/study/NCT03179332,Phase 1,Completed,secondary,PK,Cmax insulin,10 hours,Type1 Diabetes Mellitus,No
INSR,Insulin,NCT03202875,https://clinicaltrials.gov/study/NCT03202875,Phase 1,Completed,primary,PK,Assessment of PK parameters: maximum plasma concentration (Cmax),12 hours,Type 1 Diabetes,No
INSR,Insulin,NCT03202875,https://clinicaltrials.gov/study/NCT03202875,Phase 1,Completed,primary,PK,Assessment of PK parameters: Area under the concentration versus time curve (AUC),12 hours,Type 1 Diabetes,No
INSR,Insulin,NCT03202875,https://clinicaltrials.gov/study/NCT03202875,Phase 1,Completed,primary,PK,Assessment of PK parameter: AUC from dosing to last concentration (AUClast),12 hours,Type 1 Diabetes,No
INSR,Insulin,NCT03202875,https://clinicaltrials.gov/study/NCT03202875,Phase 1,Completed,secondary,PK,Assessment of PK: Time to 20 % of INS-AUC,12 hours,Type 1 Diabetes,No
INSR,Insulin,NCT03202875,https://clinicaltrials.gov/study/NCT03202875,Phase 1,Completed,secondary,PK,Assessment of PK: time to reach INS-Cmax (INS-tmax),12 hours,Type 1 Diabetes,No
INSR,Insulin,NCT03202875,https://clinicaltrials.gov/study/NCT03202875,Phase 1,Completed,secondary,PK,Assessment of PD: Time to 20 % of total GIR-AUC0-12h,12 hours,Type 1 Diabetes,No
INSR,Insulin,NCT03286751,https://clinicaltrials.gov/study/NCT03286751,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Versus Time Curve (AUC),"Day 1: Pre-dose, 5, 10, 15, 20, 25, 30,","Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03305822,https://clinicaltrials.gov/study/NCT03305822,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Plasma Concentration Curve Zero to 10 Hours (AUC[0-10) Following Each Treatment Arm,"Predose, 5 minutes (mn), 10mn, 15mn, 20m","Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03307512,https://clinicaltrials.gov/study/NCT03307512,Phase 2,Terminated,primary,PK,Area under the insulin curve (AUC),10 hours,Safety and Tolerability,No
INSR,Insulin,NCT03341299,https://clinicaltrials.gov/study/NCT03341299,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve (AUC),"Predose, 0, 5, 10, 15, 20, 25, 30, 35, 4","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03341312,https://clinicaltrials.gov/study/NCT03341312,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve Zero to Seven Hours (AUC0-7hr),"Predose, 5, 10, 15, 20, 25, 30, 35, 40,","Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03341312,https://clinicaltrials.gov/study/NCT03341312,Phase 1,Completed,secondary,PK,Glucodynamics (GD): Area Under the Baseline Subtracted Glucose Concentration Curve (BGΔAUC) for Each Treatment Arm,"-30, -15, 0, 10, 20, 30, 40, 50, 60, 70,","Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03367377,https://clinicaltrials.gov/study/NCT03367377,Phase 1,Completed,secondary,PK,Pharmacokinetics (PK): Area Under the Drug Plasma Concentration Versus Time Curve from Time Zero to 168 hours (AUC[0-168]) of LY3209590,Week 6,"Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,Area under the plasma concentration-time curve (AUC0-last) will be assessed (Cohort 1),from dosing time to 180 minutes post mea,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,The maximum observed plasma drug concentration (Cmax) will be assessed (Cohort 1),from dosing time to 180 minutes post mea,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,Glucose AUC0-t will be assessed (Cohort 1),from dosing time to 180 minutes post mea,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,Area under the plasma concentration-time curve (AUC0-last) will be assessed (Cohort 2),"time of dosing to 180 minutes post dose,",Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,The maximum observed plasma drug concentration (Cmax) will be assessed. (Cohort 2),time of dosing to 180 minutes post dose,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,Glucose AUC0-t will be assessed (Cohort 2),time of dosing to 180 minutes post dose,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,Area under the plasma concentration-time curve (AUC0-last) will be assessed (Cohort 3),"time of dosing to 180 minutes post dose,",Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,The maximum observed plasma drug concentration (Cmax) will be assessed (Cohort 3),time of dosing to 180 minutes post dose,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03392961,https://clinicaltrials.gov/study/NCT03392961,Phase 1,Completed,primary,PK,Glucose AUC0-t will be assessed (Cohort 3),time of dosing to 180 minutes post dose,Type 2 Diabetes Mellitus,No
INSR,Insulin,NCT03407118,https://clinicaltrials.gov/study/NCT03407118,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve Zero to 10 Hours (AUC 0-10h) Following Administration of Each Treatment Arm,"Predose, 5 minutes (min), 10 min, 15 min","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,primary,PK,"AUC(IAsp),0-12h, area under the serum insulin aspart concentration-time curve from 0 to 12 hours",0-12 hours,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"AUCIAsp,0-15min, area under the serum insulin aspart concentration-time curve 0 to 15 minutes",0-15 minutes,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"AUCIAsp,0-30min, area under the serum insulin aspart concentration-time curve from 0 to 30 minutes",0-30 minutes,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"AUCIAsp,0-1hr, area under the serum insulin aspart concentration-time curve from 0 to 1 hour",0-1 hour,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"AUCIAsp,0-1½hr, area under the serum insulin aspart concentration-time curve from 0 to 1½ hour",0-1½ hour,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"AUCIAsp,0-2hr, area under the serum insulin aspart concentration-time curve from 0 to 2 hours",0-2 hours,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"Cmax,IAsp, maximum observed serum insulin aspart concentration",0-12 hours,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"Time to 50% Cmax, IAsp, the first time point where the insulin aspart concentration equals 50% of Cmax,IAsp",0-12 hours,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03407599,https://clinicaltrials.gov/study/NCT03407599,Phase 1,Completed,secondary,PK,"Time to late 50% Cmax,IAsp, the last time point where the insulin aspart concentration equals 50% of Cmax,IAsp",0-12 hours,"Diabetes; Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03449433,https://clinicaltrials.gov/study/NCT03449433,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro or Insulin Aspart Area Under the Concentration Curve From Zero to Seven Hours (AUC 0-7h) Following Administration of Each Study Arm,"0 (predose), 1, 2, 3,5,10, 15, 20, 25, 3","Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03465878,https://clinicaltrials.gov/study/NCT03465878,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Insulin Lispro Area Under the Concentration Curve (AUC) Following Each Treatment Arm for Each Study Part,"Predose, 5, 10, 15, 20, 25, 30, 35, 40,",Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03555305,https://clinicaltrials.gov/study/NCT03555305,Phase 1,Completed,primary,PK,Pharmacokinetics (PK): Maximum Serum Concentration (Cmax) of Insulin Glargine and Lantus,"-0.5 and 0 hours predose; 0.5, 1, 2, 3,",Healthy,No
INSR,Insulin,NCT03555305,https://clinicaltrials.gov/study/NCT03555305,Phase 1,Completed,primary,PK,PK: Area Under the Concentration Versus Time Curve From Time Zero to 24 Hours (AUC[0-24]) of Insulin Glargine and Lantus,"-0.5 and 0 hours predose; 0.5, 1, 2, 3,",Healthy,No
INSR,Insulin,NCT03574064,https://clinicaltrials.gov/study/NCT03574064,N/A,Completed,primary,PK,C-terminal telopeptide (CTX). At all time points and AUC(0-240 min).,-10 minutes to 600 minutes,Healthy,No
INSR,Insulin,NCT03574064,https://clinicaltrials.gov/study/NCT03574064,N/A,Completed,primary,PK,N-terminal propeptide of type 1 procollagen (P1NP). At all time points and AUC(0-240 min).,-10 minutes to 600 minutes,Healthy,No
INSR,Insulin,NCT03577158,https://clinicaltrials.gov/study/NCT03577158,N/A,Completed,secondary,PK,AUC (area under curve) of PG during exercise and recovery,180 minutes post-exercise period,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03577158,https://clinicaltrials.gov/study/NCT03577158,N/A,Completed,secondary,PK,AUC of SG during exercise and recovery,180 minutes post-exercise period,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03579615,https://clinicaltrials.gov/study/NCT03579615,N/A,Completed,secondary,PK,AUC of glucose below 3.0mmol/l (54mg/dl),23 hours,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03604575,https://clinicaltrials.gov/study/NCT03604575,N/A,Completed,primary,PK,Cmax,"-60, -30 and 0 hours (pre-dose), as well",Clamp Study,No
INSR,Insulin,NCT03604575,https://clinicaltrials.gov/study/NCT03604575,N/A,Completed,primary,PK,AUC(0-t),"-60, -30 and 0 hours (pre-dose), as well",Clamp Study,No
INSR,Insulin,NCT03604575,https://clinicaltrials.gov/study/NCT03604575,N/A,Completed,primary,PK,AUCGIR0-t,"0 hours (pre-dose), as well as at, 15, 3",Clamp Study,No
INSR,Insulin,NCT03606018,https://clinicaltrials.gov/study/NCT03606018,N/A,Completed,primary,PK,Cmax,"-0.5, 0 hour (pre-dose) and 0.25, 0.5, 0",Clamp Study,No
INSR,Insulin,NCT03606018,https://clinicaltrials.gov/study/NCT03606018,N/A,Completed,primary,PK,AUC(0-t),"-0.5, 0 hour (pre-dose) and 0.25, 0.5, 0",Clamp Study,No
INSR,Insulin,NCT03624062,https://clinicaltrials.gov/study/NCT03624062,Phase 1,Completed,secondary,PK,Mean C-peptide AUC value,43 months,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,primary,PK,Part 1: Area Under the Curve (AUC) of Glucose Infusion Rate (GIR) From 0-6 Hours,0-6 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 1: Mean Maximum Concentration (Cmax),up to approximately 22 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 1: Time to 50% of Total AUC (AUC0-last),up to approximately 22 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 1: Fractional and Absolute AUC0-1hr,0 to 1 hour,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 1: Fractional and Absolute AUC2hr-end,2 to approximately 22 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 1: Area Under the Curve From Time Zero to the Last Measureable Concentration (AUC0-last),up to approximately 22 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 2: Insulin Analog Serum Concentration as a Function of Time Following Bolus Insulin Infusion,up to approximately 10 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03662334,https://clinicaltrials.gov/study/NCT03662334,Phase 4,Completed,secondary,PK,Part 3: Insulin Analog Serum Concentration as a Function of Time Following Termination of Insulin Infusion,up to approximately 12 hours,Type 1 Diabetes Mellitus,No
INSR,Insulin,NCT03665350,https://clinicaltrials.gov/study/NCT03665350,Phase 2,Terminated,secondary,PK,Change in plasma concentration of a natriuretic peptide,"baseline, 1, 6, 12 months.","Diabetes Mellitus, Type 2; Heart Failure",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,primary,PK,"AUCI287,τ,SS - Area under the serum insulin 287 concentration-time curve during one dosing interval at steady state",From 0 to 168 hours after trial product,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"AUCGIR,16-52h,SS (for insulin 287) - Area under the glucose infusion rate-time curve at steady state",From 16 to 52 hours after trial product,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"AUCGIR,138-168h,SS (for insulin 287) - Area under the glucose infusion rate-time curve at steady state",From 138 to 168 hours after trial produc,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"AUCGIR,0-24h,SS (for insulin glargine) - Area under the glucose infusion rate-time curve at steady state",From 0 to 24 hours after trial product a,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"AUCI287,0-168h,FD (from insulin 287) - Area under the serum insulin 287 concentration-time curve after the first dose",From 0 to 168 hours after trial product,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"Cmax,I287,FD (for insulin 287) - Maximum observed serum insulin 287 concentration after the first dose",From 0 to 168 hours after trial product,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"Cmax,I287,SS (for insulin 287) - Maximum observed serum insulin 287 concentration after the last dose",From 0 to 168 hours after trial product,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"CI287,trough (for insulin 287) - Serum insulin 287 trough concentration",Measured at the end of each dosing inter,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"AUCIGlar,τ,SS (for insulin glargine) - Area under the serum insulin glargine concentration-time curve during one dosing interval at steady state",From 0 to 24 hours after trial product a,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"Cmax,IGlar,SS (for insulin glargine) - Maximum observed serum insulin glargine concentration at steady state",From 0 to 24 hours after trial product a,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723772,https://clinicaltrials.gov/study/NCT03723772,Phase 1,Completed,secondary,PK,"CIGlar,trough (for insulin glargine) - Serum insulin glargine trough concentration",Measured at the end of each dosing inter,"Diabetes Mellitus, Type 1",No
INSR,Insulin,NCT03723785,https://clinicaltrials.gov/study/NCT03723785,Phase 1,Completed,primary,PK,"AUCI287,0-840h,SD: Area under the serum insulin 287 concentration-time curve after a single dose",From 0 to 840 hours after trial product,"Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03723785,https://clinicaltrials.gov/study/NCT03723785,Phase 1,Completed,secondary,PK,"Cmax,I287,SD: Maximum observed serum insulin 287 concentration after a single dose",From 0 to tz hours after trial product a,"Diabetes Mellitus, Type 2",No
INSR,Insulin,NCT03726125,https://clinicaltrials.gov/study/NCT03726125,Phase 1,Completed,secondary,PK,Pharmacokinetics: Area Under the Concentration Curve (AUC) of LY3374849,Baseline at predose through 6 days post-,Healthy,No
