Target,Drug,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,Pharmacokinetics: Terminal elimination half-life (T1/2) of lumateperone and metabolites,predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,"Pharmacokinetics: Maximum observed plasma concentration (Cmax,BR) of lumateperone and metabolites during burst-release phase",predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,"Pharmacokinetics: Time of maximum observed plasma concentration (Tmax,BR) of lumateperone and metabolites during burst-release phase",predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,"Pharmacokinetics: Area under the plasma concentration-time curve (AUC0-t,BR) of lumateperone and metabolites during burst-release phase",predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,"Pharmacokinetics: Maximum observed plasma concentration (Cmax,SR) of lumateperone and metabolites during sustained-release phase",predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,"Pharmacokinetics: Time of maximum observed plasma concentration (Tmax,SR) of lumateperone and metabolites during sustained-release phase",predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04709224,https://clinicaltrials.gov/study/NCT04709224,Phase 1,Completed,primary,PK,"Pharmacokinetics: Area under the plasma concentration-time curve (AUC0-t,SR) of lumateperone and metabolites during sustained-release phase",predose and at multiple timepoints up to,Schizophrenia,No
DRD2,Lumateperone,NCT04779177,https://clinicaltrials.gov/study/NCT04779177,Phase 1,Completed,primary,PK,Pharmacokinetics: Cmax,Day 1 and Day 5,Pediatric; Schizophrenia,No
DRD2,Lumateperone,NCT04779177,https://clinicaltrials.gov/study/NCT04779177,Phase 1,Completed,primary,PK,Pharmacokinetics: Tmax,Day 1 and Day 5,Pediatric; Schizophrenia,No
DRD2,Lumateperone,NCT04779177,https://clinicaltrials.gov/study/NCT04779177,Phase 1,Completed,primary,PK,Pharmacokinetics: AUC0-t,0 to 24 hours post-dose on Day 1 and Day,Pediatric; Schizophrenia,No
DRD2,Lumateperone,NCT04779177,https://clinicaltrials.gov/study/NCT04779177,Phase 1,Completed,primary,PK,Pharmacokinetics: AUC0-tau,0 to 24 hours post-dose on Day 1 and Day,Pediatric; Schizophrenia,No
DRD2,Lumateperone,NCT04779177,https://clinicaltrials.gov/study/NCT04779177,Phase 1,Completed,primary,PK,Pharmacokinetics: t1/2,Day 1 and Day 5,Pediatric; Schizophrenia,No
DRD2,Lumateperone,NCT04779177,https://clinicaltrials.gov/study/NCT04779177,Phase 1,Completed,primary,PK,Pharmacokinetics: CL/F,Day 1 and Day 5,Pediatric; Schizophrenia,No
DRD2,Lumateperone,NCT06557902,https://clinicaltrials.gov/study/NCT06557902,Phase 1,Completed,primary,PK,Pharmacokinetics: Cmax,Day 5,Autism Spectrum Disorder,No
DRD2,Lumateperone,NCT06557902,https://clinicaltrials.gov/study/NCT06557902,Phase 1,Completed,primary,PK,Pharmacokinetics: Tmax,Day 5,Autism Spectrum Disorder,No
DRD2,Lumateperone,NCT06557902,https://clinicaltrials.gov/study/NCT06557902,Phase 1,Completed,primary,PK,Pharmacokinetics: AUC0-tau,Day 5,Autism Spectrum Disorder,No
DRD2,Lumateperone,NCT06627413,https://clinicaltrials.gov/study/NCT06627413,Phase 1,Completed,primary,PK,"Pharmacokinetics: Cmax,oral",Day 5,Schizophrenia or Schizoaffective,No
DRD2,Lumateperone,NCT06627413,https://clinicaltrials.gov/study/NCT06627413,Phase 1,Completed,primary,PK,"Pharmacokinetics: Cmax,IM",Day 11-60,Schizophrenia or Schizoaffective,No
DRD2,Lumateperone,NCT06627413,https://clinicaltrials.gov/study/NCT06627413,Phase 1,Completed,primary,PK,"Pharmacokinetics: Tmax,oral",Day 5,Schizophrenia or Schizoaffective,No
DRD2,Lumateperone,NCT06627413,https://clinicaltrials.gov/study/NCT06627413,Phase 1,Completed,primary,PK,"Pharmacokinetics: Tmax,IM",Day 11-60,Schizophrenia or Schizoaffective,No
DRD2,Lumateperone,NCT06627413,https://clinicaltrials.gov/study/NCT06627413,Phase 1,Completed,primary,PK,"Pharmacokinetics: AUC0-t,oral",Day 5,Schizophrenia or Schizoaffective,No
DRD2,Lumateperone,NCT06627413,https://clinicaltrials.gov/study/NCT06627413,Phase 1,Completed,primary,PK,"Pharmacokinetics: AUC0-t,IM",Day 11-60,Schizophrenia or Schizoaffective,No
DRD2,Lurasidone,NCT01082146,https://clinicaltrials.gov/study/NCT01082146,Phase 1,Completed,primary,PK,To assess the pharmacokinetics (PK) of a postprandial single dose of 40 mg (150 Ci 5.55 Megabecquerels (MBq)) [Isothiazolyl-3-14C-Lurasidone and its metabolites,28 days,Metabolism; Pharmacokinetics,No
DRD2,Lurasidone,NCT01082146,https://clinicaltrials.gov/study/NCT01082146,Phase 1,Completed,primary,PK,To determine the whole blood and serum concentrations of total radioactivity of [Isothiazolyl-3-14C]-Lurasidone (150 Ci).,28 days,Metabolism; Pharmacokinetics,No
DRD2,Lurasidone,NCT01082146,https://clinicaltrials.gov/study/NCT01082146,Phase 1,Completed,secondary,PK,To determine serum concentrations of Lurasidone,28 days,Metabolism; Pharmacokinetics,No
DRD2,Lurasidone,NCT01620060,https://clinicaltrials.gov/study/NCT01620060,Phase 1,Completed,primary,PK,Lurasidone Primary Pharmacokinetic Parameters,"Day 1 - pre-dose, 30 minutes, 1 hour, 2",Autism; Schizophrenia,No
DRD2,Lurasidone,NCT01620060,https://clinicaltrials.gov/study/NCT01620060,Phase 1,Completed,primary,PK,Lurasidone Peak Serum Concentration (Cmax),"Day 1 - pre-dose, 30 minutes, 1 hour, 2",Autism; Schizophrenia,No
DRD2,Lurasidone,NCT01979679,https://clinicaltrials.gov/study/NCT01979679,Phase 3,Completed,primary,PK,D2 receptor occupancy,Up to 6 weeks,Schizophrenia,No
DRD2,Lurasidone,NCT02174510,https://clinicaltrials.gov/study/NCT02174510,Phase 1,Completed,primary,PK,Lurasidone Cmax,"pre-dose,0.5,1,1.5,2,3,4,6,8,12,24,36,48",Schizophrenia,No
DRD2,Lurasidone,NCT02174510,https://clinicaltrials.gov/study/NCT02174510,Phase 1,Completed,primary,PK,Lurasidone AUC,"pre-dose,0.5,1,1.5,2,3,4,6,8,12,24,36,48",Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,Lurasidone Cmax,"pre-dose, 0.5,1,1.5,2,3,4,6,8,12,24,36,4",Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,Lurasidone AUC 0-24,"pre-dose, 0.5,1,1.5,2,3,4,6,8,12,24,36,4",Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,Lurasidone AUC 0-τ,"pre-dose, 0.5,1,1.5,2,3,4,6,8,12,24,36,4",Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,Lurasidone AUC0-∞,"pre-dose, 0.5,1,1.5,2,3,4,6,8,12,24,36,4",Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,"Accumulation Ratios Lurasidone,Ratio of Cmax,Ratio of AUC0-∞,Ratio of AUC0-τ,",Day 8/Day 1,Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,Summary of Concentration (ng/mL) of Lurasidone - PK Population the Mean (SD) of Day 4 and Day 5,Pre-dose (-0.5h) of Day4 and Day5,Schizophrenia,No
DRD2,Lurasidone,NCT02174523,https://clinicaltrials.gov/study/NCT02174523,Phase 1,Completed,primary,PK,Summary of Concentration (ng/mL) of Lurasidone - PK Population the Mean (SD) of Day 6 and Day 7,Pre-dose (-0.5h) of Day6 and Day7,Schizophrenia,No
DRD2,Lurasidone,NCT03557931,https://clinicaltrials.gov/study/NCT03557931,Phase 2,Completed,secondary,PK,Concentration at Trough Level (Ctrough) for ASP4345,"Predose: day 7, day 14, day 21, day 42 a",Schizophrenia,No
DRD2,Metoclopramide,NCT01289938,https://clinicaltrials.gov/study/NCT01289938,Phase 1,Terminated,secondary,PK,Cmax of metoclopramide,"0,5, 1, 1,5, 2, 3, 4, 6, 8, 12, 24, 34,","Drug Metabolism, Poor, CYP2D6-RELATED",No
DRD2,Metoclopramide,NCT01289938,https://clinicaltrials.gov/study/NCT01289938,Phase 1,Terminated,secondary,PK,Cmax of diphenhydramine,"0,5, 1, 1,5, 2, 3, 4, 6, 8, 12, 24, 34,","Drug Metabolism, Poor, CYP2D6-RELATED",No
DRD2,Metoclopramide,NCT01851369,https://clinicaltrials.gov/study/NCT01851369,Phase 1,Completed,primary,PK,Phase 1 Pharmacokinetic (PK) Profile of Oral TRC102 When Administered in Combination With Temozolomide (TMZ) as Measured by Maximum Plasma Concentration (Cmax) of TRC102: Mean (Standard Deviation),First 5 days of treatment,Granulosa Cell Ovarian Cancer; Lymphomas; Metastatic Colon Carcinoma; NSCLC; Solid Tumors,No
DRD2,Metoclopramide,NCT01851369,https://clinicaltrials.gov/study/NCT01851369,Phase 1,Completed,primary,PK,Phase 1 Pharmacokinetic (PK) Profile: the Percentage of TRC102 Dose Recovered From Participant Urine in Participants Treated With Oral TRC102 in Combination With Temozolomide (TMZ),First day of treatment,Granulosa Cell Ovarian Cancer; Lymphomas; Metastatic Colon Carcinoma; NSCLC; Solid Tumors,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,Log Transformed Concentration at 60 Minutes (Min) (C60) and Maximum Observed Concentration (Cmax) of Acetaminophen (Prior to Intolerance),At Day 2,Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,Log Transformed AUC[0-60] of Acetaminophen,At Day 2,Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,Log Transformed AUC[0-60] of 3-O-methylglucose (3- OMG),At Day 2,Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,GE Assessment as AUC (0-60) Within 24 Hrs of Developing Intolerance and Prior to Change of Treatment Using Acetaminophen,Day 2,Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,GE Assessment as Cmax Within 24 Hrs of Developing Intolerance and Prior to Change of Treatment Using Acetaminophen,"Baseline, Day 2, Day 3, Day 4",Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,GE Assessment as AUC (0-60) and AUC (0-240) Within 24 Hrs of Developing Intolerance and Prior to Change of Treatment Using 3-OMG,"Baseline, Day 2, Day 3, Day 4",Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,Log Transformed Derived Plasma Cmax of GSK962040 Prior to Intolerance,"Day 2, Day 3, Day 4, Day 7",Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,Log Transformed Derived Plasma Cmax of GSK962040 Post Intolerance,Day 2 and Day 4,Gastroparesis,No
DRD2,Metoclopramide,NCT01934192,https://clinicaltrials.gov/study/NCT01934192,Phase 2,Terminated,secondary,PK,Derived AUC Over the Dosing Period [AUC(0-tau)] of GSK962040 Post Intolerance,Day 2 and Day 4,Gastroparesis,No
DRD2,Metoclopramide,NCT01953081,https://clinicaltrials.gov/study/NCT01953081,Phase 1,Completed,secondary,PK,AUC,72 hours,Enteral Feeding Intolerance,No
DRD2,Metoclopramide,NCT01953081,https://clinicaltrials.gov/study/NCT01953081,Phase 1,Completed,secondary,PK,Cmax,72 hours,Enteral Feeding Intolerance,No
DRD2,Metoclopramide,NCT02466984,https://clinicaltrials.gov/study/NCT02466984,Phase 3,Completed,secondary,PK,Relations plasma concentration-dose metoclopramide subcutaneously and intravenously,13 days,Nausea; Vomiting,No
DRD2,Metoclopramide,NCT02939235,https://clinicaltrials.gov/study/NCT02939235,Phase 4,Completed,secondary,PK,Maximum ticagrelor and AR-C124900XX concentration at 6h after administration (Cmax6),6 hours,Unstable Angina Pectoris,No
DRD2,Metoclopramide,NCT02939235,https://clinicaltrials.gov/study/NCT02939235,Phase 4,Completed,secondary,PK,Area under the plasma concentration-time curve for ticagrelor (AUC 0-6h),"prior to the initial dose and 15 min, 30",Unstable Angina Pectoris,No
DRD2,Metoclopramide,NCT02939235,https://clinicaltrials.gov/study/NCT02939235,Phase 4,Completed,secondary,PK,Area under the plasma concentration-time curve for AR-C124900XX (AUC 0-6h),"prior to the initial dose and 15 min, 30",Unstable Angina Pectoris,No
DRD2,Metoclopramide,NCT03477903,https://clinicaltrials.gov/study/NCT03477903,Phase 2,Terminated,secondary,PK,Ctrough: Observed Concentration at the End of a Dosing Interval of TAK-954,Day 5 pre-dose,Critical Illness; Enteral Feeding Intolerance; Enteral Nutrition,No
DRD2,Metoclopramide,NCT06379217,https://clinicaltrials.gov/study/NCT06379217,Phase 1,Active Not Recruiting,secondary,PK,"Observed maximum blood concentrations (Cmax) of [177Lu]Lu-PSMA-617, [177Lu]Lu-DOTA-TATE and [177Lu]Lu-NeoB",Cycle 1 Day 1 (each cycle is 42 days) pr,Metastatic Neuroendocrine Prostate Cancer,No
DRD2,Metoclopramide,NCT06379217,https://clinicaltrials.gov/study/NCT06379217,Phase 1,Active Not Recruiting,secondary,PK,"Area under the blood concentration time curve (AUC) of [177Lu]Lu-PSMA-617, [177Lu]Lu-DOTA-TATE and [177Lu]Lu-NeoB",Cycle 1 Day 1 (each cycle is 42 days) pr,Metastatic Neuroendocrine Prostate Cancer,No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,primary,PK,Pharmacokinetics: Area under the curve (AUC 0-t) of DHE,For each of the 4 treatment periods on b,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,primary,PK,Pharmacokinetics: Area under the curve (AUC 0-inf) of DHE,For each of the 4 treatment periods on b,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,primary,PK,Pharmacokinetics: Peak plasma concentration (C max) of DHE,For each of the 4 treatment periods on b,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Area under the curve (AUC 0-t) of 8'-OH-DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Area under the curve (AUC 0-inf) of 8'-OH-DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Peak plasma concentration (C max) of 8'-OH-DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Time of peak maximal concentration (T max) of DHE and 8'-OH-DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Terminal elimination half-life (T 1/2 el) of DHE and 8'-OH-DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Area under the curve (AUC 0-30 min) of DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Area under the curve (AUC 0-2 hours) of DHE,For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Apparent clearance of DHE (CL/F),For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Clearance of DHE (CL),For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Apparent volume of distribution of DHE (Vz/F),For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Metoclopramide,NCT07226362,https://clinicaltrials.gov/study/NCT07226362,Phase 1,Completed,secondary,PK,Pharmacokinetics: Volume of distribution of DHE (Vz),For each of the 4 treatment periods on B,"Safety, and Tolerability",No
DRD2,Olanzapine,NCT00088478,https://clinicaltrials.gov/study/NCT00088478,Phase 3,Completed,secondary,PK,To characterize the pharmacokinetics of olanzapine following multiple dosing with IM olanzapine depot at each of the prescribed dosing regimens,,Schizophrenia,No
DRD2,Olanzapine,NCT00088491,https://clinicaltrials.gov/study/NCT00088491,Phase 3,Completed,secondary,PK,Characterize the pharmacokinetics of olanzapine following multiple dosing with IM olanzapine depot at each of the prescribed dosing regimens and to compare IM olanzapine depot pharmacokinetics with oral olanzapine pharma,,Schizophrenic Disorders,No
DRD2,Olanzapine,NCT00100776,https://clinicaltrials.gov/study/NCT00100776,Phase 4,Completed,secondary,PK,"To analyze steady-state olanzapine plasma concentrations following 10, 20, and 40 mg daily dosing and examine the associations between state plasma levels, efficacy, and safety measures",,Schizoaffective Disorder; Schizophrenia,No
DRD2,Olanzapine,NCT00113594,https://clinicaltrials.gov/study/NCT00113594,Phase 3,Completed,primary,PK,To characterize olanzapine pharmacokinetics,,Bipolar Disorder; Schizophrenia,No
DRD2,Olanzapine,NCT00113594,https://clinicaltrials.gov/study/NCT00113594,Phase 3,Completed,primary,PK,The inter- and intra-subject variabilities of olanzapine pharmacokinetics,,Bipolar Disorder; Schizophrenia,No
DRD2,Olanzapine,NCT00113594,https://clinicaltrials.gov/study/NCT00113594,Phase 3,Completed,primary,PK,"The potential influence of patient factors such as age, weight, gender, origin, and smoking status on olanzapine pharmacokinetics in adolescents 13-17 years of age that have been diagnosed with schizophrenia or bipolar I",,Bipolar Disorder; Schizophrenia,No
DRD2,Olanzapine,NCT00150215,https://clinicaltrials.gov/study/NCT00150215,Phase 1,Completed,primary,PK,Pharmacokinetic profile of PF-00184562 maximum concentration (Cmax),,Schizophrenia,No
DRD2,Olanzapine,NCT00150215,https://clinicaltrials.gov/study/NCT00150215,Phase 1,Completed,primary,PK,"Time to obtain maximum concentration (tmax), area under concentration-time curve (AUC), and terminal half-life (t1/2).",,Schizophrenia,No
DRD2,Olanzapine,NCT00159744,https://clinicaltrials.gov/study/NCT00159744,Phase 3,Completed,secondary,PK,Pharmacokinetic analysis was done to determine the level of the drug in the blood,"Pk samples were taken at Day 1, 7, 14 an",Bipolar Disorder,No
DRD2,Olanzapine,NCT00159796,https://clinicaltrials.gov/study/NCT00159796,Phase 3,Completed,secondary,PK,Pharmacokinetics - Plasma asenapine concentrations,"Day 1 (pre-dose), 7, 14 and 21 (or endpo",Bipolar Disorder,No
DRD2,Olanzapine,NCT00183612,https://clinicaltrials.gov/study/NCT00183612,N/A,Terminated,primary,PK,"Olanzapine pharmacokinetics, safety, and effectiveness",Measured over 8 weeks,Bipolar Disorder; Psychotic Disorders,No
DRD2,Olanzapine,NCT00190892,https://clinicaltrials.gov/study/NCT00190892,Phase 4,Completed,secondary,PK,the effect of carbamazepine on the plasma concentration of olanzapine via comparison to historic oral steady-state olanzapine concentrations,,Bipolar Disorder,No
DRD2,Olanzapine,NCT00190892,https://clinicaltrials.gov/study/NCT00190892,Phase 4,Completed,secondary,PK,the effect of olanzapine on the plasma concentrations of carbamazepine via a descriptive comparison of the two treatment groups,,Bipolar Disorder,No
DRD2,Olanzapine,NCT00259870,https://clinicaltrials.gov/study/NCT00259870,Phase 2,Completed,secondary,PK,Evaluate safety of SB-773812 versus placebo and compared to olanzapine using PANNS scores -Measure the preliminary pharmacokinetic/pharmacodynamic relationships for SB-773812 -Assessment of movement disorders and cogniti,12 Weeks,Schizophrenia,No
DRD2,Olanzapine,NCT00520923,https://clinicaltrials.gov/study/NCT00520923,Phase 2,Completed,secondary,PK,Pharmacokinetics,over 4 weeks of treatment,Schizophrenia,No
DRD2,Olanzapine,NCT00647972,https://clinicaltrials.gov/study/NCT00647972,Phase 1,Terminated,primary,PK,"The 90% confidence interval for the LSMeans ratio of CPEAK, AUCL, and AUCI for the test and reference product should be between 80.00% and 125.00% for the natural log-transformed data.",blood collections through 144 hours,Healthy,No
DRD2,Olanzapine,NCT00716755,https://clinicaltrials.gov/study/NCT00716755,N/A,Completed,secondary,PK,"Relationship between plasma concentration of risperidone and its active metabolite, 9-OH-risperidone(or olanzapine) and dopamine D2 receptor occupancy in older patients, in comparison to historic young controls.",intermittent,Delusional Disorder; Psychotic Disorder; Schizoaffective Disorder; Schizophrenia; Schizophreniform Disorder,No
DRD2,Olanzapine,NCT01503398,https://clinicaltrials.gov/study/NCT01503398,Phase 1,Completed,primary,PK,Bioequivalence is based on Cmax and AUC parameters,2 months,Fasting,No
DRD2,Olanzapine,NCT01503424,https://clinicaltrials.gov/study/NCT01503424,Phase 1,Completed,primary,PK,Bioequivalence is based on Cmax and AUC parameters,2 months,Fed,No
DRD2,Olanzapine,NCT01503437,https://clinicaltrials.gov/study/NCT01503437,Phase 1,Completed,primary,PK,Bioequivalence is based on Cmax and AUC parameters,2 months,Fasting,No
DRD2,Olanzapine,NCT01503450,https://clinicaltrials.gov/study/NCT01503450,Phase 1,Completed,primary,PK,Bioequivalence is based on Cmax and AUC parameters,2 months,Fed,No
DRD2,Olanzapine,NCT01996488,https://clinicaltrials.gov/study/NCT01996488,Phase 1,Completed,primary,PK,bioequivalence based on Composite of Pharmacokinetics,plasma samples were obtained from blood,Healthy,No
DRD2,Olanzapine,NCT01996501,https://clinicaltrials.gov/study/NCT01996501,Phase 1,Completed,primary,PK,bioequivalence based on Composite of Pharmacokinetics,plasma samples were obtained from blood,Healthy,No
DRD2,Olanzapine,NCT02051387,https://clinicaltrials.gov/study/NCT02051387,Phase 1,Completed,secondary,PK,Area Under Curve (AUC),up to 10 days,Schizophrenia,No
DRD2,Olanzapine,NCT02435654,https://clinicaltrials.gov/study/NCT02435654,Phase 4,Completed,primary,PK,multiple regression equation of 5-HTR2A、DRD2 and COMT Genes Polymorphisms and Olanzapine Plasma Concentration and clinical features,12 weeks,Early-onset Schizophrenia,No
DRD2,Olanzapine,NCT03030417,https://clinicaltrials.gov/study/NCT03030417,Phase 1,Completed,secondary,PK,Dose Escalation & Dose Expansion Phase: Area Under the Plasma Concentration vs. Time Curve Extrapolated to Infinity (AUC(INF) of LMP744 (NSC 706744),"Day 1, prior to drug administration, 2 m",Lymphoma; Solid Tumors,No
DRD2,Olanzapine,NCT03557931,https://clinicaltrials.gov/study/NCT03557931,Phase 2,Completed,secondary,PK,Concentration at Trough Level (Ctrough) for ASP4345,"Predose: day 7, day 14, day 21, day 42 a",Schizophrenia,No
DRD2,Olanzapine,NCT03877562,https://clinicaltrials.gov/study/NCT03877562,Phase 1,Completed,secondary,PK,Plasma Pharmacokinetics (PK) of CORT118335: Time from Dosing at which Maximum Concentration is Apparent (tmax),Pre-dose and at pre-specified time point,Antipsychotic-induced Weight Gain,No
DRD2,Olanzapine,NCT03877562,https://clinicaltrials.gov/study/NCT03877562,Phase 1,Completed,secondary,PK,Plasma PK of CORT118335: Maximum Observed Concentration (Cmax),Pre-dose and at pre-specified time point,Antipsychotic-induced Weight Gain,No
DRD2,Olanzapine,NCT03877562,https://clinicaltrials.gov/study/NCT03877562,Phase 1,Completed,secondary,PK,Plasma PK of CORT118335: Area Under the Concentration-Time Curve Over the Dose Interval (AUCtau),Pre-dose and at pre-specified time point,Antipsychotic-induced Weight Gain,No
DRD2,Olanzapine,NCT04536558,https://clinicaltrials.gov/study/NCT04536558,Phase 3,Unknown,other,PK,The plasma concentration of 5-hydroxytryptamine and substance P at the baseline,From baseline to day 8 after highly emet,Solid Tumor Patients Receiving High Emetic Risk Multi-day Chemotherapy,No
DRD2,Olanzapine,NCT05123976,https://clinicaltrials.gov/study/NCT05123976,Phase 1,Completed,primary,PK,AUC(0-72h),up to 72 hours post-administration,Pharmacokinetics,No
DRD2,Olanzapine,NCT05123976,https://clinicaltrials.gov/study/NCT05123976,Phase 1,Completed,primary,PK,Cmax,up to 72 hours post-administration,Pharmacokinetics,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Pharmacokinetic Evaluation of Roluperidone - Maximum Plasma Concentration (Cmax),Days 1 through 17,Negative Symptoms in Schizophrenia,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Pharmacokinetic Evaluation of Roluperidone - Time to Maximum Plasma Concentration (Tmax),Days 1 through 17,Negative Symptoms in Schizophrenia,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Pharmacokinetic Evaluation of Roluperidone - Area Under the Plasma Concentration Versus Time Curve (AUC 0-24),Days 1 through 17,Negative Symptoms in Schizophrenia,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Pharmacokinetic Evaluation of Roluperidone - Area Under the Plasma Concentration Versus Time Curve (AUC Inf),Days 1 through 17,Negative Symptoms in Schizophrenia,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Plasma PK Parameter for Olanzapine Cmax,Treatment Phase 2 (Day 8 through Day 17),Negative Symptoms in Schizophrenia,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Plasma PK Parameter for Olanzapine Tmax,Treatment Phase 2 (Day 8 through Day 17),Negative Symptoms in Schizophrenia,No
DRD2,Olanzapine,NCT06107803,https://clinicaltrials.gov/study/NCT06107803,Phase 1,Completed,secondary,PK,Plasma PK Parameter for Olanzapine AUC 0-24,Treatment Phase 2 (Day 8 through Day 17),Negative Symptoms in Schizophrenia,No
