Targets,Drug,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
INSR,Insulin,NCT00712478,https://clinicaltrials.gov/study/NCT00712478,,Completed,2007-09-01,114,"Diabetes; Diabetes Mellitus, Type 2",1,1,Evaluate improvement of diabetes control with fasting glycemia and after diner glycemia measurements,Evaluate improvement of diabetes control with fasting glycemia and after diner glycemia measurements,No
INSR,Insulin,NCT00715351,https://clinicaltrials.gov/study/NCT00715351,,Completed,2007-05-01,342,"Diabetes; Diabetes Mellitus, Type 2",1,9,Body weight change,Changes in daily blood glucose values ~ Changes in doses ~ Changes in glycaemic parameters ~ Evaluation of general well-being by using the WHO-5 well-being questionnaire (Appendix I). ~ HbA1c ~ Hypoglycemic events ~ Safe,No
INSR,Insulin,NCT00715624,https://clinicaltrials.gov/study/NCT00715624,Phase 3,Completed,2008-07-01,496,"Diabetes Mellitus, Type 2",1,8,Absolute Change From Baseline in Glycosylated Hemoglobin (HbA1c) at Week 24,Change From Baseline in 2-Hour Postprandial Plasma Glucose (PPG) at Week 24 ~ Change From Baseline in Average 7-Point Self Monitored Plasma Glucose (SMPG) Profiles at Week 24 ~ Change From Baseline in Body Weight at Week,No
INSR,Insulin,NCT00715663,https://clinicaltrials.gov/study/NCT00715663,,Completed,2007-02-01,1584,"Delivery Systems; Diabetes; Diabetes Mellitus, Type 2",6,2,Change in HbA1c ~ Change in fasting plasma glucose (FPG) ~ Change in post-prandial glucose (PPG) ~ Change in prandial glucose increment (PGI) ~ Incidence of hypoglycaemia and other adverse drug reaction ~ Patient and doc,Patient satisfaction on devices ~ Response of different patient profiles to NovoMix 30 therapy and patient profiles considered eligible for insulin treatment in physicians' routine clinical practice,No
INSR,Insulin,NCT00715780,https://clinicaltrials.gov/study/NCT00715780,,Completed,2008-06-01,1667,"Diabetes; Diabetes Mellitus, Type 2",1,12,Incidence of major hypoglycaemic episodes,Change in FPG from baseline ~ Change in HbA1c from baseline ~ Change in PPG from baseline ~ Frequency and type of adverse drug reactions ~ Frequency and type of adverse events ~ Frequency and type of hypoglycaemic episod,No
INSR,Insulin,NCT00716170,https://clinicaltrials.gov/study/NCT00716170,,Completed,2008-07-01,10,Type 2 Diabetes Mellitus,1,0,Plasma glucagon responses,,No
INSR,Insulin,NCT00720122,https://clinicaltrials.gov/study/NCT00720122,Phase 2,Completed,2008-07-01,28,"Disorder of Bone Density and Structure, Unspecified",1,0,Change in Spine Bone Density (g/cm^2),,No
INSR,Insulin,NCT00725036,https://clinicaltrials.gov/study/NCT00725036,Phase 3,Completed,2002-09-02,305,"Diabetes; Diabetes Mellitus, Type 1",1,6,Long term pulmonary safety profiles,"Adverse events ~ Glycaemic control as measured by HbA1c ~ Incidence of hypoglycaemic episodes ~ Long-term safety profiles (laboratory, ECG, insulin antibodies) ~ Physical examination and body weight and vital signs ~ Tre",No
INSR,Insulin,NCT00729898,https://clinicaltrials.gov/study/NCT00729898,,Completed,2008-03-01,243,"Diabetes; Diabetes Mellitus, Type 2",1,5,"Incidence of serious adverse drug reactions, including major hypoglycaemic events",HbA1c ~ Number of all adverse drug reactions ~ Number of all hypoglycaemic events ~ Variability in fasting plasma glucose (FPG) values and average FPG levels ~ Weight changes,No
INSR,Insulin,NCT00733148,https://clinicaltrials.gov/study/NCT00733148,,Completed,2004-07-01,40,Intensive Care,1,1,Time concentration profiles of arterial blood glucose concentrations and interstitial fluid glucose concentrations,Prospectively calibrated interstitial fluid glucose concentration profiles,No
INSR,Insulin,NCT00735501,https://clinicaltrials.gov/study/NCT00735501,,Completed,2008-03-01,314,"Diabetes; Diabetes Mellitus, Type 2",1,5,"Incidence of serious adverse drug reactions, including major hypoglycaemic events",HbA1c ~ Number of all adverse drug reactions ~ Number of all hypoglycaemic events ~ Variability in fasting plasma glucose (FPG) values and average FPG levels at visits ~ Weight changes,No
INSR,Insulin,NCT00736515,https://clinicaltrials.gov/study/NCT00736515,Phase 4,Completed,2008-10-01,160,Type 2 Diabetes,1,3,"Decreasing value of FPG and HbA1c, dosage of insulin and control rate of FPG","Incidence of hypoglycemia and severe hypoglycemia ~ MBG, SDBG, MAGE and MODD in the 48th CGMS ~ Weight change",No
INSR,Insulin,NCT00737776,https://clinicaltrials.gov/study/NCT00737776,,Completed,2008-05-01,1068,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,14,HbA1c change,"Average post-breakfast (2h), post-lunch (2h), post-dinner (2h) plasma glucose level ~ Diabetes Fear of Self-Injection Questionnaire (D-FISQ) ~ Lipid profile (Total cholesterol, LDL, HDL, Triglyceride) change ~ Number of ",No
INSR,Insulin,NCT00738153,https://clinicaltrials.gov/study/NCT00738153,,Completed,2008-06-01,798,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,6,"The incidence of serious adverse drug reactions, including major hypoglycaemic events",HbA1c ~ Number of all adverse events ~ Number of all hypoglycaemic events ~ Number of serious adverse events ~ Sub -group analysis of hypo risk ~ Weight changes,No
INSR,Insulin,NCT00740519,https://clinicaltrials.gov/study/NCT00740519,,Completed,2008-09-01,882,"Diabetes; Diabetes Mellitus, Type 2",1,10,Incidence of serious adverse drug reactions including major hypoglycaemic events,Body weight ~ Frequency of insulin adjustment ~ HCP time used on titration training ~ HbA1c ~ Incidence of hypoglycaemic events ~ Incidence of serious adverse events and all adverse events ~ Proportion of patients achiev,No
INSR,Insulin,NCT00741429,https://clinicaltrials.gov/study/NCT00741429,,Completed,2007-05-01,649,Type 1 Diabetes; Type 2 Diabetes,1,7,Change in FEV1 (L) from Baseline Visit in Parent Trial to Visit 2 of MKC-TI-126,Change in FEV1 (L) from Final Assessment of Treatment Phase in Parent Trial to Visit 2 of MKC-TI-126 ~ Change in FVC (L) from Baseline Visit in Parent Trial to Visit 2 of MKC-TI-126 ~ Change in FVC (L) from Final Assessm,No
INSR,Insulin,NCT00742976,https://clinicaltrials.gov/study/NCT00742976,Phase 4,Completed,2008-06-01,24,Diabetes Type 2; Weight Gain,1,1,change in weight; change in extracellular volume,"sodium excretion in urine, 24 hour blood pressure, body composition change,urine osmolality, urine albumin excretion, GFR, HbA1c, Blood lipid profile, NT-proBNP, plasma Albumin, Plasma metanephrines, aldosterone, active ",No
INSR,Insulin,NCT00747279,https://clinicaltrials.gov/study/NCT00747279,Phase 4,Unknown,2007-06-01,70,Acute Ischemic Stroke,1,2,Neurological outcome through the Glasgow Outcome Scale Extended,Hospital mortality ~ NIHSS during ICU stay,No
INSR,Insulin,NCT00747409,https://clinicaltrials.gov/study/NCT00747409,Phase 4,Unknown,2004-07-01,120,Type 2 Diabetes Mellitus,1,1,postprandial blood glucose at the end of the study and its change from baseline.,diastolic myocardial function,No
INSR,Insulin,NCT00751114,https://clinicaltrials.gov/study/NCT00751114,Phase 4,Completed,2008-11-01,515,"Diabetes Mellitus, Type 2",1,9,HbA1c: Change From Baseline to Study Endpoint,7-point Plasma Glucose Profile: Change From Baseline to Study Endpoint ~ Change in Body Weight From Baseline to Study Endpoint ~ HbA1c Response Rate: Percentage of Patients Who Reach the Target of HbA1c < 6.5% at Study E,No
INSR,Insulin,NCT00754624,https://clinicaltrials.gov/study/NCT00754624,Phase 2,Completed,2004-05-01,229,Type 2 Diabetes Mellitus,1,6,Annual Rate of Change in FEV1 From Baseline to End of Study,Annual Rate of Change in DLCo From Baseline to End of Study ~ Annual Rate of Change in FVC From Baseline to End of Study ~ Change in FPG From Baseline to Last Study Measurement on Treatment (Maximum of 48 Months) ~ Chang,No
INSR,Insulin,NCT00755287,https://clinicaltrials.gov/study/NCT00755287,Phase 3,Completed,2008-11-01,1072,Diabetes Mellitus Type 2,1,3,Absolute change from baseline in HbA1c,"Change from baseline in fasting plasma glucose; change from baseline in body weight; responder rates for HbA1c (target <=7.0%, <=6.5%); incidence of hypoglycemia; change from baseline in lipid profile. ~ Relative change ",No
INSR,Insulin,NCT00755833,https://clinicaltrials.gov/study/NCT00755833,,Completed,2008-09-01,270,"Diabetes; Diabetes Mellitus, Type 2",1,7,Change in HbA1c,Change in FPG (fasting plasma glucose) ~ Change in PPG (postprandial glucose) ~ Change in insulin presentation ~ Change in number of hypoglycaemic events ~ Dose and number of injections ~ Number of ADRs (adverse drug rea,No
INSR,Insulin,NCT00757588,https://clinicaltrials.gov/study/NCT00757588,Phase 3,Completed,2008-11-01,455,Type 2 Diabetes,1,5,Adjusted Mean Change From Baseline in A1C Levels (Last Observation Carried Forward [LOCF]),Change From Baseline in 120-minute PPG Values During an MTT ~ Change From Baseline in Fasting Plasma Glucose Values ~ Change From Baseline in Mean Total Daily Dose of Insulin (MTDDI) (LOCF) ~ Change From Baseline in Post,No
INSR,Insulin,NCT00760448,https://clinicaltrials.gov/study/NCT00760448,Phase 1,Completed,2004-04-01,25,"Diabetes; Diabetes Mellitus, Type 1",1,0,"Baseline-adjusted hypoglycaemic symptoms score at nadir plasma glucose concentration based on the Edinburgh Hypoglycaemia Scale: autonomic symptoms, neuroglycopenic symptoms and general malaise",,No
INSR,Insulin,NCT00762190,https://clinicaltrials.gov/study/NCT00762190,Phase 3,Terminated,2003-11-01,348,Diabetes Mellitus,7,9,12-lead electrocardiogram. ~ Change from Baseline in Blood pressure and pulse. ~ Change from Baseline in Body weight. ~ Clinical safety lab tests. ~ Incidence of Adverse events. ~ Left ventricular mass index by body surf,"Change from Baseline in apolipoproteins (AI, B). ~ Change from Baseline in cholesterol. ~ Change from Baseline in free fatty acids. ~ Change from Baseline in low-density lipoprotein fractionation. ~ Change from Baseline ",No
INSR,Insulin,NCT00764556,https://clinicaltrials.gov/study/NCT00764556,Phase 2,Completed,2008-05-01,20,COPD; Hyperglycemia,1,7,The frequency of severe hypoglycaemia - Neuroglycopenic symptoms (other than mild agitation) responsive to administration of carbohydrate,Comparison of capillary blood glucose measurements to those obtained from the Guardian REAL®-time continuous glucose monitoring system ~ Comparison of rates of detection of hypoglycaemia by capillary and continuous blood,No
INSR,Insulin,NCT00764712,https://clinicaltrials.gov/study/NCT00764712,N/A,Completed,2008-02-01,120,Hyperglycemia,1,1,The effectiveness of different TGC management protocols,The safety with respect to hypoglycemia,No
INSR,Insulin,NCT00766857,https://clinicaltrials.gov/study/NCT00766857,Phase 4,Completed,2009-05-01,27,Congestive Heart Failure; Type 2 Diabetes Mellitus,1,4,Cardiac Magnetic Resonance (CMR) will be used to assess global cardiac function (LV ejection fraction).,"Cardiac function, dimensions and scarring will be measured bij CMR ~ Cardiac oxygen consumption, cardiac efficiency and stress perfusion will be assessed by Positron Emission Tomography (PET) using 11C-acetate and H2-15O",No
INSR,Insulin,NCT00770445,https://clinicaltrials.gov/study/NCT00770445,Phase 4,Completed,2008-05-01,121,Diabetes Mellitus,1,44,Change from Baseline in Matrix Metallo Proteinase 9.,Change from Baseline in 24-hour Blood Pressure Profile. ~ Change from Baseline in 24-hour Urinary Sample. ~ Change from Baseline in 8-iso Prostaglandin F2 alpha. ~ Change from Baseline in Adiponectin. ~ Change from Basel,No
INSR,Insulin,NCT00770640,https://clinicaltrials.gov/study/NCT00770640,Phase 2,Completed,2008-08-01,40,Diabetes Mellitus,1,24,Change of total daily Insulin Dose.,Change from Baseline in Adiponectin. ~ Change from Baseline in Angiotensin. ~ Change from Baseline in C-peptide. ~ Change from Baseline in Carbonyl Protein. ~ Change from Baseline in Cholesterol. ~ Change from Baseline i,No
INSR,Insulin,NCT00771680,https://clinicaltrials.gov/study/NCT00771680,,Completed,2008-10-01,10408,"Diabetes; Diabetes Mellitus, Type 2",2,7,HbA1c ~ Serious adverse drug reactions including major hypoglycaemic events,Average post-prandial blood glucose level (2h after dinner) ~ Number of all major (daytime and nocturnal) hypoglycaemic events ~ Number of all minor (daytime and nocturnal) hypoglycaemic events ~ Number of serious advers,No
INSR,Insulin,NCT00771693,https://clinicaltrials.gov/study/NCT00771693,Phase 4,Completed,2007-05-01,18,Postprandial Hyperglycemia; Type 2 Diabetes Mellitus,2,1,"Co- primary platelet response variables: U46619 stimulated platelet P- selectin activation, platelet-leukocyte aggregation, platelet-platelet aggregates and platelet-monocyte aggregates. ~ To evaluate if platelet activat",To elucidate if short-term lowering of blood glucose by insulin infusion (pretreatment standardization of blood glucose) reduces platelet activity in patients with T2DM.,No
INSR,Insulin,NCT00772356,https://clinicaltrials.gov/study/NCT00772356,N/A,Completed,2008-01-01,14,Diabetes Mellitus Type 1,1,1,Comparison of glucose infusion rate necessary to keep blood glucose constant,Serum insulin and free fatty acid levels,No
INSR,Insulin,NCT00774098,https://clinicaltrials.gov/study/NCT00774098,N/A,Completed,2007-01-01,60,Liver Function,1,2,Postoperative liver function test,"Incidence of complications ~ Liver and muscle glycogen, TG, and protein content at beginning and end of the procedure.",No
INSR,Insulin,NCT00774488,https://clinicaltrials.gov/study/NCT00774488,N/A,Completed,2006-01-01,17,Insulin Sensitivity; Metabolic Syndrome; Obesity,1,1,Changes in gene expression of subcutaneous adipose tissue with microarray analysis,"Analysis of inflammatory marker (blood levels and gene expression), Activity of 11beta HSD and 11-beta HSD mRNA in adipose tissue, etc.",Yes
INSR,Insulin,NCT00775736,https://clinicaltrials.gov/study/NCT00775736,,Completed,2008-10-01,611,"Diabetes; Diabetes Mellitus, Type 2",1,5,"The number of serious adverse drug reactions, including major hypoglycaemic episodes, reported during the study period.",Evaluation of fasting plasma glucose (FPG) values and postprandial glucose (PPG) levels ~ HbA1c ~ Number of all adverse drug reactions. ~ Number of all hypoglycaemic episodes. ~ Weight changes,No
INSR,Insulin,NCT00779701,https://clinicaltrials.gov/study/NCT00779701,Phase 4,Completed,2007-03-01,27,Hyperglycemia,1,0,Time to Achieve Glycemic Control,,No
INSR,Insulin,NCT00780026,https://clinicaltrials.gov/study/NCT00780026,Phase 4,Completed,2008-07-01,100,Liver Transplant,2,5,Infection Rates ~ Number of Participants With One Year Survival Post Transplant,Hospital Length of Stay ~ Number of Participants With Biliary Complications ~ Number of Participants With Venous Thrombotic Complications ~ Number of Participants With a Need for Hemodialysis ~ Participants Who Required ,No
INSR,Insulin,NCT00783744,https://clinicaltrials.gov/study/NCT00783744,Phase 3,Completed,2001-12-01,375,"Diabetes Mellitus, Type 2",1,6,Frequency of subjects with HbA1c ≤ 7.0 % and > 7.0 %,"Change of fasting blood glucose ~ Change of fasting plasma glucose ~ Change of nocturnal & mean daytime blood glucose ~ Frequency of hypoglycemic events(overall, severe, non-severe, nocturnal, asymptomatic, symptomatic) ",No
INSR,Insulin,NCT00788242,https://clinicaltrials.gov/study/NCT00788242,N/A,Completed,2009-01-01,200,Aortic Stenosis; Coronary Heart Disease; Heart Failure,1,4,Postcardiotomy ventricular dysfunction,"Hypo-/hyperglycemia Hypo-/hyperkaliemia ~ Serious cardiovascular adverse events (myocardial infarction, cardiac arrhythmia, low cardiac output, stroke) ~ Serum troponin and creatinine kinase ~ Systolic and diastolic card",No
INSR,Insulin,NCT00789191,https://clinicaltrials.gov/study/NCT00789191,Phase 3,Completed,2008-11-01,222,"Diabetes; Diabetes Mellitus, Type 2",1,11,HbA1c (Glycosylated Haemoglobin A1c),Change in BMI (Body Mass Index) ~ Change in Body Weight ~ FPG (Fasting Plasma Glucose) ~ Hypoglycemic Episodes ~ Hypoglycemic Episodes: Day Time ~ Hypoglycemic Episodes: Night Time ~ Number of Subjects Achieving HbA1c Le,No
INSR,Insulin,NCT00789711,https://clinicaltrials.gov/study/NCT00789711,,Completed,2008-11-01,3131,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,5,"Number of all (Major/Minor/Nocturnal) hypoglycaemic events, reported as serious adverse drug reactions.",Average (mean) fasting plasma glucose level ~ FBG (Fasting Blood Glucose) ~ HbA1c ~ Number of major (including nocturnal) hypoglycaemic events ~ Number of minor (including nocturnal) hypoglycaemic events,No
INSR,Insulin,NCT00790153,https://clinicaltrials.gov/study/NCT00790153,Phase 1,Completed,2008-11-01,12,Type 2 Diabetes,1,2,Pharmacodynamic variables,"Pharmacokinetic variables ~ Safety Variables (AEs, BP, pulse, electrocardiogram (ECG), hypoglycaemic symptoms and laboratory variables)",Yes
INSR,Insulin,NCT00791895,https://clinicaltrials.gov/study/NCT00791895,Phase 4,Completed,2003-06-26,102,"Diabetes; Diabetes Mellitus, Type 2",1,0,Percentage of subjects achieving HbA1c below 6.5%,,No
INSR,Insulin,NCT00793273,https://clinicaltrials.gov/study/NCT00793273,,Completed,2008-11-01,1074,"Diabetes; Diabetes Mellitus, Type 2",2,2,Change in FPG (fasting plasma glucose) of treatment ~ Change in HbA1c of treatment,Insulin dose and concomitant oral antidiabetic medication time period between diagnosis of type 2 diabetes and insulin initiation ~ Occurrence of adverse events,No
