Toxins,Targets,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04108468,https://clinicaltrials.gov/study/NCT04108468,Phase 3,Completed,2015-10-27,84,Psoriatic Arthritis,1,68,Psoriatic Arthritis Disease Activity Score (PASDAS) at 24 Weeks,36-item Short Form Health Survey (SF-36) Mental Component Score at 24 Weeks. ~ 36-item Short Form Health Survey (SF-36) Mental Component Score at 52 Weeks. ~ 36-item Short Form Health Survey (SF-36) Physical Component Sc,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04115423,https://clinicaltrials.gov/study/NCT04115423,,Unknown,2020-04-01,9508,Infection; Rheumatoid Arthritis,1,1,Hazard ratio for serious infections,Hazard ratio for six subdivided groups of serious infections by organ class,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04156425,https://clinicaltrials.gov/study/NCT04156425,N/A,Unknown,2020-07-01,180,Major Depressive Disorder,1,0,remission of acute phase,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04156984,https://clinicaltrials.gov/study/NCT04156984,Phase 4,Completed,2021-04-07,27,Ulcerative Colitis,1,2,Endoscopic outcome,Association of golimumab through levels and Anti-golimumab antibodies development on endoscopic and clinical outcome. ~ Clinical outcome,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04188249,https://clinicaltrials.gov/study/NCT04188249,,Unknown,2019-07-01,200,"Arthritis, Rheumatoid",2,7,Percentage of low disease activity (CDAI) at week 12 ~ Percentage of remission (CDAI) at week 12,Function evaluation at week 12 ~ Medication possession rate (MPR) at week 12 ~ Medication possession rate (MPR) at week 24 ~ Medication possession rate (MPR) at week 48 ~ Patient Pain Global assessment (VAS) at week 12 ~,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04200833,https://clinicaltrials.gov/study/NCT04200833,,Completed,2010-03-01,10,JIA Associated Uveitis,1,3,Number of Participants Reported as Complete Responders to Golimumab,Best Corrected Visual Acuity (BCVA) ~ Number of Patients With Ocular Discomfort ~ Steroid Sparing Potential,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04218565,https://clinicaltrials.gov/study/NCT04218565,Phase 2,Terminated,2020-02-15,1,Behcet Syndrome; Uveitis,4,9,Difference of recurrence rate before and after intervention ~ Efficacy of Golimumab on BD Uveitis,Changes of uveitis recurrence ~ Corticosteroid-tapering effects ~ Impact on quality of life ~ Intraocular inflammation evaluation BOS24 index ~ Severity of uveitis on recurrence ~ Side effects of treatment,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04531423,https://clinicaltrials.gov/study/NCT04531423,N/A,Unknown,2020-10-01,100,Major Depressive Disorder,1,0,remission of acute phase,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04610476,https://clinicaltrials.gov/study/NCT04610476,Phase 3,Unknown,2020-10-19,270,Psoriatic Arthritis; Reduction; Withdrawal,1,28,Presence of MDA (minimal disease activity) 12 months after baseline.,AE (Adverse Event) ~ AR (Adverse Reaction) ~ Activity of axial Involvement: BASDAI (Disease Activity of Ankylosing Spondylitis) ~ Activity of psoriasis: BSA (body surface area) ~ Activity of psoriasis: PASI (Psoriasis Ar,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04725422,https://clinicaltrials.gov/study/NCT04725422,,Recruiting,2018-08-01,2000,Chronic Nonbacterial Osteomyelitis; Chronic Recurrent Multifocal Osteomyelitis,1,2,The change of CNO disease activity score,Safety monitoring ~ Total number of CNO lesions on MRI,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT04729296,https://clinicaltrials.gov/study/NCT04729296,Phase 2,Withdrawn,2021-07-01,0,"Diabetes Mellitus, Type 1",1,0,The primary outcome is the elapsed time from random treatment assignment to the development of diabetes (T1D) or time of last contact among those randomized,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05071664,https://clinicaltrials.gov/study/NCT05071664,Phase 2,Completed,2021-10-25,91,"Arthritis, Psoriatic",1,15,Percentage of Participants who Achieve Minimal Disease Activity (MDA) at Week 24,Change from Baseline in HAQ-DI at Week 24 ~ Change from Baseline in Short Form Health Survey (SF-36) Physical Component Score (PCS) at Week 24 ~ Percentage of Participants With AEs Leading to Discontinuation of Study Int,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05164198,https://clinicaltrials.gov/study/NCT05164198,Phase 4,Unknown,2022-01-15,448,Ankylosing Spondylitis; Axial Spondyloarthritis,1,51,Percentage of Participants who did not experience a flare,Change from baseline in 5-level EQ-5D version (EQ-5D-5L) at week 24. ~ Change from baseline in 5-level EQ-5D version (EQ-5D-5L) at week 48. ~ Change from baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS) ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05242471,https://clinicaltrials.gov/study/NCT05242471,Phase 2,Active Not Recruiting,2022-07-22,703,Crohn's Disease,2,18,Percentage of Participants with Clinical Remission at Week 48 ~ Percentage of Participants with Endoscopic Response at Week 48,Clinical Laboratory Parameters Over Time ~ Percentage of Participants with Adverse Events (AEs) ~ Percentage of Participants with Antibodies to Golimumab ~ Percentage of Participants with Antibodies to Guselkumab ~ Perce,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05242484,https://clinicaltrials.gov/study/NCT05242484,Phase 2,Active Not Recruiting,2022-09-19,577,"Colitis, Ulcerative",1,18,Percentage of Participants with Clinical Remission at Week 48,Laboratory Parameters Over Time ~ Percentage of Participants with Adverse Events (AEs) ~ Percentage of Participants with Antibodies to Golimumab ~ Percentage of Participants with Antibodies to Guselkumab ~ Percentage of ,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05313620,https://clinicaltrials.gov/study/NCT05313620,Phase 4,Recruiting,2022-04-01,30,Thromboembolism; Ulcerative Colitis,1,3,platelet activation,Endoscopic activity ~ Endoscopic remission ~ Endoscopic response,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05405465,https://clinicaltrials.gov/study/NCT05405465,,Completed,2018-01-01,103,"Flare Up, Symptom; Ulcerative Colitis",1,5,Response at week 6-10,Remission at 12 months ~ Remission at 6 months ~ Remission at week 6-10 ~ Response at 12 months ~ Response at 6 months,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05530122,https://clinicaltrials.gov/study/NCT05530122,,Completed,2009-01-01,192,Ulcerative Colitis,2,0,Response to treatment ~ Side-effects,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05669833,https://clinicaltrials.gov/study/NCT05669833,Phase 3,Recruiting,2023-07-14,63,Psoriatic Arthritis,2,11,Achievement of cDAPSA low disease activity ~ Investigator Global Assessment of Psoriasis of Clear or Almost Clear,Change in BASDAI ~ Change in DLQI ~ Change in PSAID-12 ~ Change in Promis Fatigue ~ IGA Among Patients with BSA > 3% at Baseline ~ IGA Among Patients with IGA ≥ 2 at Baseline ~ Minimal Disease Activity (MDA) using HAQ-DI,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05842213,https://clinicaltrials.gov/study/NCT05842213,Phase 3,Completed,2023-03-30,502,Rheumatoid Arthritis,1,2,Demonstrate comparative efficacy of AVT05 with EU-approved Simponi as measured by DAS28-CRP at week 16.,Assess additional efficacy measures of AVT05 and EU-Simponi in terms of ACR20/50/70 and its individual components throughout the study ~ Assess additional efficacy measures of AVT05 and EU-Simponi in terms of DAS28-CRP,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT05960578,https://clinicaltrials.gov/study/NCT05960578,Phase 2,Active Not Recruiting,2024-05-23,8,Metastatic Castration-Resistant Prostate Carcinoma; Prostate Adenocarcinoma; Stage IV Prostate Cancer AJCC v8,1,6,Prostate specific antigen (PSA)50 response rate,Incidence of adverse events ~ Objective response rate ~ PSA Doubling Time ~ PSA PFS ~ Radiographic progression free survival (PFS) ~ Time to subsequent antineoplastic therapy,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT07138898,https://clinicaltrials.gov/study/NCT07138898,Phase 2,Recruiting,2025-12-12,80,Rheumatic Disease,5,12,Incidence of deep surgical site infections ~ Incidence of return trips to the operating room ~ Incidence of rheumatologic disease flares ~ Incidence of superficial surgical site infections ~ Incidence of wound complicati,"Change in American Shoulder and Elbow Surgeons (ASES) score ~ Change in Disabilities of the Arm, Shoulder and Hand (DASH) score ~ Change in PROMIS - Pain Interference - Short Form 6a ~ Change in PROMIS - Physical Functio",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT07258108,https://clinicaltrials.gov/study/NCT07258108,Phase 2,Recruiting,2025-11-13,35,Breast Cancer,1,5,progression-free survival rate (PFS),Disease Control Rate (DCR) ~ Duration of Response (DoR) ~ Objective Response Rate (ORR) ~ Overall survival (OS) ~ Progression-Free Survival (PFS),No
mptp; paraquat; rotenone; trichloroethylene,TNF,Golimumab,2009,INHIBITOR,NCT07495644,https://clinicaltrials.gov/study/NCT07495644,,Not Yet Recruiting,2026-03-01,95,Inflamatory Bowel Disease (Crohn&#39;s and Ulcerative Colitis),0,0,,,
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT00784147,https://clinicaltrials.gov/study/NCT00784147,Phase 2,Completed,2008-08-01,113,HIV,1,2,The Proportion of Patients Achieving Undetectable Viral Loads at Week 24.,Mean Change From Baseline in CD4+ T-Cell Count at Week 24/EOS ~ Mean Change From Baseline in Viral Load (log10) at Week 24/EOS,No
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT01056393,https://clinicaltrials.gov/study/NCT01056393,Phase 2,Completed,2009-11-01,5,HIV Infections,1,0,Laboratory testing that includes routine HIV-1 viral load and CD4+ cell counts will be completed to assess the continued benefit of ibalizumab to the patient's HIV treatment.,,No
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT01292174,https://clinicaltrials.gov/study/NCT01292174,Phase 1,Completed,2011-02-01,25,Prevention of Infection With HIV-1,1,0,To evaluate the safety and tolerability of subcutaneous administration of ibalizumab in at-risk HIV-negative volunteers,,No
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT02028819,https://clinicaltrials.gov/study/NCT02028819,,No Longer Available,2012-01-01,,Human Immunodeficiency Virus (HIV),0,0,,,
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT02475629,https://clinicaltrials.gov/study/NCT02475629,Phase 3,Completed,2015-08-01,40,HIV,2,15,Efficacy: Proportion of Participants Achieving a Viral Load Reduction of at Least 0.5 Log 10: ITT-MEF ~ Efficacy: Proportion of Subjects With a Viral Load Decrease of at Least 0.5 Log 10 - Protocol Correct,Efficacy: Proportion of Patients With Undetectable HIV-RNA Levels: Protocol Correct ~ Efficacy: Proportion of Patients With Undetectable Viral Load: ITT-MEF ~ End of Study Viral Load Reductions as a Measure of Efficacy -,Yes
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT02707861,https://clinicaltrials.gov/study/NCT02707861,Phase 3,Completed,2016-03-01,79,HIV,3,3,Discontinuations Due to Adverse Events Related to Ibalizumab ~ Effectiveness of Ibalizumab + OBR (Cohort 2 Only) ~ Safety and Tolerability of Ibalizumab + OBR,Effectiveness of Ibalizumab + OBR by 1.0 Log10 Decrease in Viral Load From Baseline (Cohort 2 Only) ~ Suppression to <400 Copies by Ibalizumab + OBR (Cohort 2 Only) ~ Suppression to <50 Copies With Ibalizumab + OBR (Coho,No
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT03913195,https://clinicaltrials.gov/study/NCT03913195,Phase 3,Completed,2019-05-30,43,HIV-1-infection,5,0,Pharmacokinetics Bridge Demonstrated for Intramuscular Injection of Trogarzo and IV Infusion ~ Pharmacokinetics Bridge for IV Push and IV Infusion (AUC) ~ Pharmacokinetics Bridge for IV Push and IV Infusion (Ctrough) ~ S,,Yes
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT05388474,https://clinicaltrials.gov/study/NCT05388474,,Active Not Recruiting,2022-03-22,168,HIV Infections; Multi-Antiviral Resistance,3,0,Primary Outcome measures,,No
trichloroethylene,CD4,Ibalizumab,2018,INHIBITOR,NCT05495204,https://clinicaltrials.gov/study/NCT05495204,,Completed,2022-08-05,141,HIV-1-infection,8,0,Viral suppression ~ Viral undetectability,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00006292,https://clinicaltrials.gov/study/NCT00006292,Phase 2,Completed,2000-09-01,60,Rheumatoid Arthritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00029042,https://clinicaltrials.gov/study/NCT00029042,Phase 2,Terminated,2002-01-01,48,Juvenile Rheumatoid Arthritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00033891,https://clinicaltrials.gov/study/NCT00033891,Phase 2,Completed,2002-04-10,14,Dermatomyositis; Polymyositis,1,0,Muscle strength,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00036374,https://clinicaltrials.gov/study/NCT00036374,Phase 3,Completed,2001-10-01,123,"Rheumatoid Arthritis, Juvenile",1,1,The proportion of patients with improvements in the Juvenile Rheumatoid Arthritis core set criteria at Week 14 in the placebo group with that in the 3 mg/kg infliximab plus concomitant methotrexate therapy group.,To evaluate pharmacokinetics (rate of movement in the body and then the clearance)of infliximab over a maximum time period of 52 wks; to evaluate the safety profile of infliximab in patients with JRA,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00036387,https://clinicaltrials.gov/study/NCT00036387,Phase 3,Completed,,347,"Arthritis, Rheumatoid",1,1,The proportion of patients with serious infections occurring over the first 22 weeks of the trial,The proportion of patients with infections & atypical/opportunistic infections. The duration of most frequently reported infections. Proportion of patients achieving ACR 20 criteria at 22 weeks. Effect of 1.5 mg/kg dose ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00036439,https://clinicaltrials.gov/study/NCT00036439,Phase 3,Completed,2002-02-01,364,Ulcerative Colitis,1,1,"The proportion of patients with clinical response, defined as a decrease from baseline in the Mayo score by = 30% and = 3 points, with a decrease in the rectal bleeding subscore of = 1 or a rectal bleeding subscore of 0 ","The proportion of patients in clinical remission defined as a Mayo score of = 2 points, with no individual subscore > 1 at week 8; Patients in remission by this definition will have a rectal bleeding subscore of either 0",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00040885,https://clinicaltrials.gov/study/NCT00040885,Phase 3,Completed,2002-10-01,67,Anorexia; Cachexia; Fatigue; Lung Cancer,2,7,Assessment of weight ~ Rate of weight change,Appetite ~ Cancer-related fatigue as measured by the Brief Fatigue Inventory ~ Incidence of treatment-related toxicity ~ Lean tissue changes ~ Overall survival ~ Quality of life ~ Time-to-weight decline,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00051623,https://clinicaltrials.gov/study/NCT00051623,Phase 3,Completed,2003-05-01,70,"Arthritis, Psoriatic",1,1,The proportion of patients with American College of Rheumatology (ACR) 20 response at week 14 Change from baseline in total radiographic scores of hands and feet at week 24,Number of patients who achieved an ACR 20 response at wk 24; PsARC at wk 14; proportion of patients with >= to 75% Improvement From Baseline in PASI at Week 14; change from baseline SF 36 physical component summary score,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00056264,https://clinicaltrials.gov/study/NCT00056264,Phase 3,Completed,2002-12-01,234,COPD; Chronic Obstructive Pulmonary Disease,1,1,Change from baseline in Chronic Respiratory Questionnaire (CRQ) total score at week 24,"Change in pre-bronchodilator predicted forced expiratory volume in 1 second (FEV1) at week 24 , in 6-minute walk distance at week 24, in health survey (SF-36) physical component summary score at week 24, in Transition Dy",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00060502,https://clinicaltrials.gov/study/NCT00060502,Phase 2,Completed,2003-04-01,73,Cachexia; Pancreatic Neoplasms,1,1,"Change in Lean Body Mass (LBM) from baseline to the end of first cycle, as measured by bioelectrical impedance analysis (BIA).","Change in 6-minute walk test distance from baseline to the end of the first cycle; Safety, Karnofsky performance status; Survival.",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00073437,https://clinicaltrials.gov/study/NCT00073437,Phase 3,Completed,2003-10-01,139,Sarcoidosis,1,1,Change from baseline in the percent of predicted Full Vital Capacity (FVC) at week 24,"Change from baseline in Saint George's Respiratory Questionnaire total score, Change from baseline in the 6-minute walk distance, Change from baseline in Borg's CR10 dyspnea score, proportion of LuPGA responders at week ",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00074074,https://clinicaltrials.gov/study/NCT00074074,Phase 2,Completed,2003-10-01,46,Myelodysplastic Syndromes,1,1,Best response as measured by Cheson response criteria,Duration of highest grade toxicity as assessed by CTCAE v3.0 after response,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00075075,https://clinicaltrials.gov/study/NCT00075075,Phase 1,Completed,2003-12-23,5,Scleritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00076726,https://clinicaltrials.gov/study/NCT00076726,Phase 2,Terminated,2003-11-01,44,Giant Cell Arteritis,1,1,The proportion of relapse-free patients through Week 22 .,"Proportion of relapse-free subjects through Week 54, time to first relapse, levels of biochemical markers of inflammation and disease activity (eg, ESR, C-reactive protein [CRP], interleukin [IL]-6) , cumulative dose of ",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00094458,https://clinicaltrials.gov/study/NCT00094458,Phase 3,Completed,2005-03-01,508,Crohn Disease,1,8,Percentage of Participants With Corticosteriod-free Clinical Remission,"Average Corticosteroid Use ~ Change From Baseline in Inflammatory Bowel Disease Questionnaire (IBDQ) Total Score at Weeks 2, 6, 10, 18 and 26 (Main Study) ~ Percentage of Participants With Clinical Remission (Main Study)",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00095147,https://clinicaltrials.gov/study/NCT00095147,Phase 3,Completed,2005-02-01,431,Rheumatoid Arthritis,40,31,DB; Adjusted Mean Change From Baseline to Day 197 in Disease Activity Score (DAS) 28 Score (Erythrocyte Sedimentation Rate [ESR]) For ABA Versus PLA (Last Observation Carried Forward [LOCF] Analysis) ~ OL; Mean Change Fr,DB; Adjusted Mean Change From Baseline to Day 197 in DAS 28 Score (ESR) For INF Versus PLA (LOCF Analysis) ~ DB; Adjusted Mean Change From Baseline to Day 197 in HAQ-DI (LOCF Analysis) ~ DB; Adjusted Mean Change From Bas,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00096655,https://clinicaltrials.gov/study/NCT00096655,Phase 3,Completed,2002-05-01,364,Ulcerative Colitis,1,1,"The proportion of patients with clinical response, defined as a decrease from baseline in the Mayo score by = 30% and = 3 points, with a decrease in the rectal bleeding subscore of = 1 or a rectal bleeding subscore of 0 ","Achievement of clinical remission defined as a Mayo score of = 2 points, with no individual subscore > 1 at week ,Patients in remission will have a rectal bleeding subscore of either 0 or 1, patients who demonstrate muco",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00106834,https://clinicaltrials.gov/study/NCT00106834,Phase 3,Completed,,378,Psoriasis,1,1,Proportion of patients achieving a = 75% improvement in Psoriasis Area and Severity Index (PASI) score from baseline at week 10,"The patients with = 75% improvement in PASI score from baseline to week 24 ,Change in Dermatology Life Quality Index from baseline to week 10 and week 24 , patients achieving a Physician Global Assessment score of cleare",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00106847,https://clinicaltrials.gov/study/NCT00106847,Phase 3,Completed,2003-01-01,683,Parapsoriasis; Psoriasis,1,1,Proportion of patients who achieve greater or equal to 75% improvement in Psoriasis Area and Severity Index (PASI) from baseline at week 10.,Improvement from baseline in Psoriasis Area and Severity Index response between weeks 16 and 30. Change in Dermatology Life Quality Index from baseline at week 10. Patients with a Physician's Global Assessment score of c,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00111917,https://clinicaltrials.gov/study/NCT00111917,Phase 1,Terminated,2005-02-01,13,Berylliosis; Beryllium Disease,1,0,A-a Gradient at End Exercise,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00112749,https://clinicaltrials.gov/study/NCT00112749,Phase 2,Terminated,2005-02-01,7,Breast Cancer; Fatigue,2,3,Change in fatigue as measured by multidimensional fatigue symptom inventory (MFSI) ~ Change in fatigue as measured by the fatigue symptom inventory (FSI),Change in proinflammatory cytokines as measured by interleukin 6 value ~ Change in proinflammatory cytokines as measured by interleukin-1 receptor antagonist value ~ Change in proinflammatory cytokines as measured by tum,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00133315,https://clinicaltrials.gov/study/NCT00133315,Phase 4,Completed,2004-09-01,50,Ankylosing Spondylitis; Psoriatic Arthritis; Spondylarthropathies,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00175266,https://clinicaltrials.gov/study/NCT00175266,Phase 2,Completed,,12,Type 1 Diabetes,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00201799,https://clinicaltrials.gov/study/NCT00201799,Phase 2,Completed,2004-02-01,19,Graft-Versus-Host Disease,1,1,Evaluate efficacy of infliximab in reducing incidence of grade II-IV acute GvHD by day +100 post transplant in patients undergoing allogenic HCT and receiving standard cyclosporine and short course methotrexate GvHD prop,"Assess the effect of infliximab on treatment-related mortality at 100 days post-transplant and on the incidence and severity of regimen related toxicity, including veno-occlusive disease (VOD) of the liver and interstiti",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00202852,https://clinicaltrials.gov/study/NCT00202852,Phase 3,Completed,2005-06-01,143,"Arthritis, Rheumatoid",1,3,Achievement of a clinical response (according to the ACR criteria) at the 30-week follow-up visit.,"Assessment of adverse events at each of the evaluation visits. ~ Routine, laboratory tests (hematology, blood chemistry, and urinalysis) will be performed at Screening, at 2 and 6 weeks, and thereafter every 8 weeks thro",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00202865,https://clinicaltrials.gov/study/NCT00202865,Phase 3,Completed,2005-05-01,76,"Spondylitis, Ankylosing",1,14,"The proportion of AS assessment responders ASAS20 (ie, a minimum 20% improvement from Baseline according to the ASAS response criteria) at Week 12.",Assess predictors of response. ~ Assess predictors of toxicity. ~ Assess the treatment survival. ~ Change from Baseline in BASDAI at Week 12 and Week 50. ~ Change from Baseline in BASFI at Week 12 and Week 50. ~ Change f,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00207662,https://clinicaltrials.gov/study/NCT00207662,Phase 3,Completed,2000-07-01,580,Crohn Disease,1,1,Reductions in the signs and symptoms of Crohn's disease,Clinical remission;reduction in the use corticosteroids; mucosal healing,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00207675,https://clinicaltrials.gov/study/NCT00207675,Phase 3,Completed,2003-02-01,112,Crohn Disease,1,1,"Clinical response at Week 10, defined as a decrease from baseline in the PCDAI score of at least 15 points with a total score of no more than 30 points at Week 10.",Clinical response at Week 54; Clinical remission at Week 54; Change from baseline in corticosteroid use at Week 54; Change from baseline in height status at Week 54,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00207688,https://clinicaltrials.gov/study/NCT00207688,,Completed,2004-08-31,505,Ulcerative Colitis,1,4,Number of patients with adverse events as a measure of safety,Number of patients with hospitalizations for the treatment of ulcerative colitis ~ Number of patients with malignancies by malignancy type ~ Number of patients with serious infections by type of infection ~ Number of pat,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00207701,https://clinicaltrials.gov/study/NCT00207701,Phase 3,Completed,2002-09-01,279,Ankylosing Spondylitis,1,1,The primary endpoint of this study was the proportion of subjects who achieved an ASAS 20 response at week 24.,"The change from baseline in BASFI at week 24, the proportion of subjects who achieved an AS major clinical response at week 24, and the change from baseline in the physical component summary score of the SF-36 at week 24",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00207714,https://clinicaltrials.gov/study/NCT00207714,Phase 2,Completed,2003-11-01,172,Rheumatoid Arthritis,1,1,Number of Participants Meeting the American College of Rheumatology 20 (ACR 20) Response at Week 16,"Summary of ACR-N, Index of Improvement at Week 16",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00207766,https://clinicaltrials.gov/study/NCT00207766,Phase 3,Completed,2000-06-01,306,Crohn Disease,1,1,Reduction in the number of draining fistulas,Complete fistula response (no draining fistula).,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00213564,https://clinicaltrials.gov/study/NCT00213564,,Completed,2003-04-01,40,Rheumatoid Arthritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00216177,https://clinicaltrials.gov/study/NCT00216177,Phase 4,Unknown,2005-09-01,112,Rheumatoid Arthritis,1,1,Proportion of patients achieving combined good or moderate EULAR responses at week 24,"ACR20/50/70 response at week 2, 6, 12, 18 and 24",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00228839,https://clinicaltrials.gov/study/NCT00228839,Phase 1,Completed,,,Graft vs Host Disease,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00230529,https://clinicaltrials.gov/study/NCT00230529,Phase 2,Completed,,249,Psoriasis,1,1,Proportion of patients achieving a = 75% improvement in PASI score from baseline at week 10,The proportion of patients positive for antibodies to infliximab;The proportion of patients with infusion reactions at week 26;The proportion of infliximab-treated patients with infusion reaction at week 26 by antibodies,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Infliximab,1998,INHIBITOR,NCT00236028,https://clinicaltrials.gov/study/NCT00236028,Phase 3,Completed,,607,Rheumatoid Arthritis,1,1,"Improvement from baseline in clinical signs and symptoms, prevention of structural damage, and prevention of physical disability evaluated at week 54.",Safety assessments throughout the study.,No
