Toxins,Targets,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00048542,https://clinicaltrials.gov/study/NCT00048542,Phase 3,Completed,2002-09-01,171,"Arthritis, Juvenile Idiopathic",1,17,Number of Subjects in the Non-MTX Stratum With Disease Flare During the Double-Blind Phase,Mean Change From Baseline in C-Reactive Protein Levels at Week 48 of the Double-Blind Phase ~ Mean Change From Baseline in Parent's/Patient's Global Assessment of Disease Activity at Week 48 of the Double-Blind Phase ~ M,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00049751,https://clinicaltrials.gov/study/NCT00049751,Phase 3,Completed,2002-09-01,3000,Rheumatoid Arthritis,1,0,Change in disease activity score at visit week 12 as compared to baseline,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00055497,https://clinicaltrials.gov/study/NCT00055497,Phase 3,Completed,2002-08-01,276,Crohn's Disease,2,9,Number of Randomized Participants Achieving Clinical Remission at Week 56 - Last Observation Carried Forward (LOCF) ~ Number of Randomized Participants Achieving Clinical Remission at Week 56 - Non-Responder Imputation (,Change in Inflammatory Bowel Disease Questionnaire (IBDQ) Scores - LOCF ~ Number of OL Participants Achieving Clinical Remission at Week 56 - LOCF ~ Number of OL Participants Achieving Clinical Remission at Week 56 - NRI,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00055523,https://clinicaltrials.gov/study/NCT00055523,Phase 2,Completed,2002-04-01,300,Crohn's Disease,2,0,(achievement of a CDAI <150) of adalimumab 40 mg and 80 mg vs. placebo at Week 4. ~ comparison of the induction of clinical remission,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00077779,https://clinicaltrials.gov/study/NCT00077779,Phase 3,Completed,2003-07-01,854,Crohn's Disease,1,0,Clinical remission (CDAI<150).,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00085644,https://clinicaltrials.gov/study/NCT00085644,Phase 3,Completed,2004-01-01,315,Ankylosing Spondylitis,2,35,Mean Change in the Modified Stoke Ankylosing Spondylitis Spine Score (mSASSS) Compared Against a Historical Control Group (Outcomes in Ankylosing Spondylitis International Study [OASIS]) Using the ANCOVA Model Adjusting ,Mean Change From Baseline in the Tender Joint Count for 46 Joints (TJC 46) in Subjects With Adalimumab Exposure Through Week 260 ~ Mean Change in BASDAI in Subjects With Adalimumab Exposure Through Week 260 ~ Mean Change,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00105300,https://clinicaltrials.gov/study/NCT00105300,Phase 3,Completed,2004-10-01,300,Crohn's Disease,1,4,Induction of clinical remission (CDAI score < 150 at Week 4),Changes in IBDQ scores at Week 4 ~ Clinical response measured as ~ Decrease in Baseline CDAI score >= 100 points at Week 4 ~ Decrease in Baseline CDAI score >= 70 points at Week 4,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00133315,https://clinicaltrials.gov/study/NCT00133315,Phase 4,Completed,2004-09-01,50,Ankylosing Spondylitis; Psoriatic Arthritis; Spondylarthropathies,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00185562,https://clinicaltrials.gov/study/NCT00185562,Phase 2,Completed,2005-06-01,12,Osteoarthritis,1,1,Safety,20% ACR response,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00193648,https://clinicaltrials.gov/study/NCT00193648,Phase 1,Completed,2005-07-01,21,Focal Glomerulosclerosis,1,1,Safety and tolerance of medications,Reduction in proteinuria,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195650,https://clinicaltrials.gov/study/NCT00195650,Phase 3,Completed,2000-07-01,846,Rheumatoid Arthritis,10,1,Change From Baseline in the Disability Index of the Health Assessment Questionnaire (HAQ) at Week 260 ~ Change From Baseline in the Disability Index of the Health Assessment Questionnaire (HAQ) at Week 520 ~ Number of Pa,Reported Adverse Events,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195663,https://clinicaltrials.gov/study/NCT00195663,Phase 3,Completed,2000-12-01,799,Early Rheumatoid Arthritis,2,32,Change From Baseline in Modified Total Sharp Score (mTSS) at Week 52 ~ Number of Participants Meeting American College of Rheumatology 50% (ACR50) Response Criteria at Week 52,Change From Baseline in DAS28 Over 10 Years by Adalimumab Exposure ~ Change From Baseline in Disease Activity Score (DAS28) During the Double-blind Treatment Phase ~ Change From Baseline in Health Utilities Index Mark 2 ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195676,https://clinicaltrials.gov/study/NCT00195676,Phase 3,Completed,2004-05-01,1469,Psoriasis,1,0,Percentage of Participants With a Physician's Global Assessment of Clear or Minimal at Week 16 of Period R,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195689,https://clinicaltrials.gov/study/NCT00195689,Phase 3,Completed,2003-08-01,400,Psoriatic Arthritis,7,2,ACR 20/50/70 ~ Disease progression measurements ~ FACTIT Fatigue Scale ~ HAQ ~ PsARC ~ SF-36 ~ Safety parameters,Clinical response indicators ~ Patient reported outcomes,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195702,https://clinicaltrials.gov/study/NCT00195702,Phase 3,Completed,2000-02-01,619,Rheumatoid Arthritis,3,10,Change From Baseline in Modified Total Sharp X-ray Score at Week 52 ~ Change From Baseline in the Disability Index of the Health Assessment Questionnaire (HAQ) at Week 52 ~ Number of Participants Meeting American College,Change From Baseline in Modified Total Sharp X-ray Score at Week 24 ~ Change From Baseline in the Disability Index of the Health Assessment Questionnaire (HAQ) at Week 24 ~ Estimated Yearly Progression of Rheumatoid Arth,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195715,https://clinicaltrials.gov/study/NCT00195715,Phase 3,Completed,2004-09-01,777,Crohn's Disease,1,24,Percentage of Subjects Achieving Clinical Remission,Percentage of Subjects Achieving Clinical Remission ~ Percentage of Subjects Achieving Clinical Response 100 (CR-100) ~ Percentage of Subjects Achieving Clinical Response 70 (CR-70) ~ Percentage of Subjects Achieving Ste,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00195819,https://clinicaltrials.gov/study/NCT00195819,Phase 3,Completed,2003-12-01,82,Ankylosing Spondylitis,2,42,Mean Change in the Modified Stoke Ankylosing Spondylitis Spine Score (mSASSS) Compared Against a Historical Control Group (Outcomes in Ankylosing Spondylitis International Study [OASIS]) Using the ANCOVA Model Adjusting ,BASFI (an Individual Component of ASAS 20) Through Week 260 of Adalimumab Exposure ~ Inflammation (Individual Component of ASAS 20) (Mean of BASDAI Questions 5 and 6) Through Week 260 of Adalimumab Exposure ~ Mean Change,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00216177,https://clinicaltrials.gov/study/NCT00216177,Phase 4,Unknown,2005-09-01,112,Rheumatoid Arthritis,1,1,Proportion of patients achieving combined good or moderate EULAR responses at week 24,"ACR20/50/70 response at week 2, 6, 12, 18 and 24",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00233558,https://clinicaltrials.gov/study/NCT00233558,Phase 4,Terminated,2005-06-01,160,Rheumatoid Arthritis,1,3,Corticoid reduction and DAS 28,Clinical response indicators ~ Patient reported outcomes ~ Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00233571,https://clinicaltrials.gov/study/NCT00233571,Phase 3,Completed,2000-06-01,796,Rheumatoid Arthritis,1,1,Clinical response indicators,Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00234234,https://clinicaltrials.gov/study/NCT00234234,Phase 4,Completed,2006-01-01,200,Rheumatoid Arthritis,3,0,Bone response : osteodensitometry ~ Clinical response ~ Structural response : X-rays,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00234845,https://clinicaltrials.gov/study/NCT00234845,Phase 3,Completed,2003-03-01,148,Rheumatoid Arthritis,1,4,Job loss measurement,DAS28 ~ Job productivity measurements ~ Patient reported outcomes ~ Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00234884,https://clinicaltrials.gov/study/NCT00234884,,Completed,2003-09-01,3435,Rheumatoid Arthritis,5,0,American College of Rheumatology 20% (ACR20) Response Rate ~ American College of Rheumatology 50% (ACR50) Response Rate ~ American College of Rheumatology 70% (ACR70) Response Rate ~ Change From Baseline in the Health As,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00234897,https://clinicaltrials.gov/study/NCT00234897,Phase 4,Completed,2004-08-01,1938,Rheumatoid Arthritis,1,1,"Patient reported outcomes, clinical response indicators.","Subject reported assessments of disease activity, physician reported assessments of disease activity, safety parameters, clinical response indicators.",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00234936,https://clinicaltrials.gov/study/NCT00234936,Phase 3,Completed,2003-12-01,200,Rheumatoid Arthritis,1,3,QOL,Clinical response indicators ~ Patient reported outcomes ~ Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00235105,https://clinicaltrials.gov/study/NCT00235105,Phase 2,Unknown,2005-03-01,46,Ankylosing Spondylitis,1,12,ASAS 40 at week 12,"ASAS 20, 70· ~ BASDAI 20, 50, 70 ~ BASFI (absolute change from Baseline) ~ CRP, ESR ~ DC-ART20 (5 out of 6) ~ EQ-5D ~ Enthesitis index (Maastricht scale) ~ Mobility examinations: BASMI, Chest Wall Expansion ~ Numeric Rat",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00235820,https://clinicaltrials.gov/study/NCT00235820,Phase 3,Completed,2005-07-01,271,Psoriasis,2,3,Proportion of subjects achieving clinical response at Week 16 relative to the Baseline (Week 0) PASI score. ~ Safety parameters,DLQI ~ PASI 50/90/100 ~ Physician Global Assessment,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00235833,https://clinicaltrials.gov/study/NCT00235833,Phase 2,Completed,2003-06-01,25,Rheumatoid Arthritis,1,9,"Number of Responders With American College of Rheumatology (ACR) Criteria Improvement of at Least 20%, 50%, and 70% (ACR 20/50/70 Responders)",Area Under the Curve (AUC; From Start of the Study to Each Study Visit) of Subjects' Who Improved at Least 20% in ACR Response Criteria (ACR20 Response) ~ Mean Change From Baseline (Last Assessment in Preceding Study Pri,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00235859,https://clinicaltrials.gov/study/NCT00235859,Phase 3,Completed,2003-07-01,128,Rheumatoid Arthritis,1,1,ACR20,Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00235872,https://clinicaltrials.gov/study/NCT00235872,Phase 3,Completed,2004-08-01,309,Rheumatoid Arthritis,1,11,"Number of Subjects With American College of Rheumatology (ACR) Criteria Improvement Consisting of 20%, 50%, and 70% (ACR20/50/70 Responders, Respectively)","Mean Change From Baseline in C-reactive Protein (CRP), a Component of the American College of Rheumatology (ACR) Criteria by Visit ~ Mean Change From Baseline in Physician Global Assessment of Disease Activity (PGA), a C",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00235885,https://clinicaltrials.gov/study/NCT00235885,Phase 3,Completed,2005-07-01,445,Psoriatic Arthritis,5,1,ACR20 ~ Patient reported outcomes ~ Physician Global Assessment for Psoriasis and Psoriasis Target Lesion Assessment ~ PsARC ~ Safety parameters,No differentiation will be made between primary and secondary efficacy variables.,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00237887,https://clinicaltrials.gov/study/NCT00237887,Phase 3,Completed,2004-12-01,1212,Psoriasis,1,1,Proportion of subjects achieving clinical response at Week 16 relative to the Baseline (Week 0) PASI score,Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00274352,https://clinicaltrials.gov/study/NCT00274352,Phase 2,Completed,2006-09-01,16,Sarcoidosis,1,9,"The proportion of subjects who are Responders, achieving at least Moderate Improvement on the Physician's Global Assessment, after 12 weeks of treatment during Period A (double-blind phase).",(Sub group analysis of all subjects by CXR stage at study entry will be performed for all respiratory variables) ~ Change in the Patient's Global Assessment relative to baseline after 12 weeks of treatment during Period ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00291915,https://clinicaltrials.gov/study/NCT00291915,Phase 4,Unknown,2004-05-01,80,Arthritis; Rheumatoid Arthritis,1,3,Disease Activity Score,-Functional impairment ( HAQ) ~ -Pain (VAS) ~ -Radiological score,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00296894,https://clinicaltrials.gov/study/NCT00296894,Phase 2,Completed,2006-05-01,60,Erosive Osteo-Arthritis,2,0,"Evaluation of clinical parameters (pain, daily functioning, etc.) ~ Evaluation of x-rays",,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00298272,https://clinicaltrials.gov/study/NCT00298272,Phase 2,Terminated,2006-05-01,54,Rheumatoid Arthritis,5,3,Maximum Duration of Infections Through Week 24 ~ Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs) Through Week 24 ~ Number of Participants With Any Infections or Any Grade 3/4 Infections,Proportion of Participants Achieving an American College of Rheumatology 20 (ACR20) Response at Week 24 ~ Proportion of Participants Achieving an American College of Rheumatology 50 (ACR50) Response at Week 24 ~ Proporti,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00305539,https://clinicaltrials.gov/study/NCT00305539,Phase 3,Completed,2006-05-01,69,Giant Cell Arteritis,1,2,"To determine the influence of an initial treatment of 3 months with adalimumab, 40 mg every other week, in the percentage of patients achieving at 6 months (week 26), a decrease in their corticosteroid treatment to a dos",To determine the influence of an initial treatment of 3 months with adalimumab on the percentage of patients relapsing at one year ~ To determine the influence of an initial treatment of 3 months with adalimumab on the t,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00311246,https://clinicaltrials.gov/study/NCT00311246,Phase 2,Terminated,2006-04-01,11,Sarcoidosis,1,4,Change in FVC From Screening to Week 24,A Change in the Borg Dyspnea Score Before/After the 6 Minute Walk at Screening (S) and at 24 Weeks (W). ~ Change in Distance Walked During 6 Minute Walk Test at Screening and 24 Weeks ~ Patient's Global Assessment of Dis,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00338650,https://clinicaltrials.gov/study/NCT00338650,Phase 3,Completed,2006-06-01,1000,Crohn's Disease,1,1,"AEs, laboratory data, physical examinations and vital signs",Efficacy variables will be assessed from Outcomes Questionnaires,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00338754,https://clinicaltrials.gov/study/NCT00338754,Phase 2,Completed,2005-11-01,160,Psoriasis,1,3,Proportion of subjects with clinical response relative to Baseline PASI score,Clinical response indicators ~ QoLs ~ Safety parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00348153,https://clinicaltrials.gov/study/NCT00348153,Phase 2,Unknown,2006-08-01,40,Uveitis,1,5,Improvement of visual acuity (3 lines EDTRS),"Cumulative steroid dosage ~ Evolution of cystoid macula edema(FLA, OCT) ~ Frequency of adverse events ~ Improvement of intraocular inflammatory activity ~ Number of switchers from Arm A to Arm B",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00348283,https://clinicaltrials.gov/study/NCT00348283,Phase 3,Completed,2006-08-01,135,Crohn's Disease,1,5,Number of Subjects Without Mucosal Ulceration at Week 12,Number of Subjects With Clinical Remission (CDAI < 150) at Both Week 12 and Week 52 ~ Number of Subjects With Clinical Remission (CDAI < 150) at Week 52 ~ Number of Subjects With Clinical Remission Crohn's Disease Activi,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00385736,https://clinicaltrials.gov/study/NCT00385736,Phase 3,Completed,2006-11-01,576,Ulcerative Colitis,1,21,Proportion of Participants With Clinical Remission Per Mayo Score at Week 8,Proportion of Participants With Clinical Remission Per Mayo Score at Week 52 ~ Proportion of Participants With Clinical Remission Per Mayo Score at Week 52 Among Participants Who Were Systemic Corticosteroid-free at Week,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00408629,https://clinicaltrials.gov/study/NCT00408629,Phase 3,Completed,2006-11-01,518,Ulcerative Colitis,2,15,Proportion of Participants Who Achieved Clinical Remission Per Mayo Score at Week 52 ~ Proportion of Participants Who Achieved Clinical Remission Per Mayo Score at Week 8,Proportion of Inflammatory Bowel Disease Questionnaire Responders at Week 52 ~ Proportion of Inflammatory Bowel Disease Questionnaire Responders at Week 8 ~ Proportion of Participants Who Achieved Clinical Response Per M,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00409617,https://clinicaltrials.gov/study/NCT00409617,Phase 3,Completed,2006-12-01,945,Crohn's Disease,1,8,Number of Participants in Clinical Remission at Treatment Week 20. Clinical Remission Defined as Harvey Bradshaw Index (HBI) Score Less Than 5.,Mean Change in Activity Impairment Score From Baseline to Week 20 ~ Mean Change in Overall Work Productivity and Activity Impairment Score From Baseline to Week 20 ~ Mean Change in Percent Impairment While Working From B,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00409682,https://clinicaltrials.gov/study/NCT00409682,Phase 3,Completed,2007-04-01,192,Crohn's Disease,1,5,Percent of Participants With Clinical Remission as Defined by Pediatric Crohn's Disease Activity Index (PCDAI) Score ≤ 10 at Week 26,Change From Baseline IMPACT III Scores at Week 26 (Observed Case) ~ Change From Baseline IMPACT III Scores at Week 52 (Observed Case) ~ Percent of Participants With Clinical Remission as Defined by Pediatric Crohn's Dise,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00420927,https://clinicaltrials.gov/study/NCT00420927,Phase 4,Completed,2006-12-01,1032,Rheumatoid Arthritis,1,18,"Number of Subjects With Low Disease Activity (DAS28 Less Than 3.2) and No Radiographic Progression From Baseline (Change in mTSS Less Than or Equal to 0.5) at Week 78, Arm 2 vs. Arm 4",Change From Baseline in CDAI Score at Week 78 ~ Change From Baseline in DAS28 Score at Week 78 ~ Change From Baseline in SDAI Score at Week 78 ~ Change From Baseline in Synovitis Score According to the Rheumatoid Arthrit,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00421642,https://clinicaltrials.gov/study/NCT00421642,Phase 1,Completed,2006-10-01,20,Ulcerative Colitis,1,5,"The Primary pilot efficacy variable will be the induction of clinical response, which is defined as a decrease in Mayo score less than 30% from baseline or less than 3 points PLUS decrease in rectal bleeding sub-score le",Ability to taper and discontinue steroids according to the tapering schedule after week 8 ~ Clinical remission at each visit ~ Clinical response at each visit ~ Improvement in the mucosal inflammation at week 8 ~ Mayo Sc,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00427362,https://clinicaltrials.gov/study/NCT00427362,Phase 3,Completed,2006-05-01,127,Psoriatic Arthritis,1,7,ACR20 response,ACR50 ~ ACR70 ~ DAS28 ~ HAQ-DI ~ PASI50/75 ~ PsAQoL ~ PsARC,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00427921,https://clinicaltrials.gov/study/NCT00427921,Phase 3,Completed,2007-01-01,304,Crohn's Disease,3,11,Compliance With Number of Injections of Adalimumab. Compliance Corresponds to Patients Who Received Their Injections. ~ Mean Extent of Exposure - Duration in Days ~ Total Number of Injections of Adalimumab,50% Improvement in Draining Fistula Count and Fistula Healing ~ Clinical Chemistry - Change From Baseline to Final Visit ~ Employment Status: Number of Subjects Employed ~ Fistula Count Mean Change From Baseline (Change ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00445432,https://clinicaltrials.gov/study/NCT00445432,Phase 2,Completed,2007-03-01,82,Crohn's Disease,1,8,Number of Participants Who Had Clinical Remission at Week 52 of Double-blind Treatment,Change in Crohn's Disease Activity Index From Baseline of Lead-in Study (NCT00445939) to Week 52 of Double-blind Treatment ~ Change in Inflammatory Bowel Disease Questionnaire (IBDQ) From Baseline of Lead-in Study (NCT00,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00445939,https://clinicaltrials.gov/study/NCT00445939,Phase 2,Completed,2007-02-01,90,Crohn's Disease,1,4,The Number of Subjects With a Clinical Remission (Crohn's Disease Activity Index [CDAI] < 150) at Week 4,Clinical Remission (CDAI < 150) at Week 2 ~ Clinical Remission (CDAI <150) at Week 6 and Week 8 ~ Clinical Response (CR-70 and CR-100) in Period A ~ Clinical Response (CR-70 and CR-100) in Period B,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00448383,https://clinicaltrials.gov/study/NCT00448383,Phase 3,Completed,2002-09-01,6610,Rheumatoid Arthritis,2,2,Change of disease activity score (DAS28) compared with study entry ~ EULAR and ACR response criteria at week 12,Adverse events ~ Clinical laboratory parameters,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00470509,https://clinicaltrials.gov/study/NCT00470509,Phase 2,Completed,2005-05-01,61,Sciatica,1,3,Leg pain,SF-12 ~ delta ODI ~ delta VAS,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00477893,https://clinicaltrials.gov/study/NCT00477893,Phase 4,Unknown,2006-02-01,52,Spondyloarthritis,1,0,Reduction in BASDAI of 20 mm or 50%,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00478660,https://clinicaltrials.gov/study/NCT00478660,Phase 3,Completed,2006-02-01,1250,Ankylosing Spondylitis,3,3,ASAS 20/40/50/70 ~ ASAS 5/6 ~ BASDAI score,Adverse events ~ Laboratory data ~ Vital signs,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00480272,https://clinicaltrials.gov/study/NCT00480272,Phase 4,Completed,2007-05-01,251,Rheumatoid Arthritis,1,1,"to evaluate the proportion of subjects who achieve remission at week 52 after treatment, as defined by DAS 28 </= 2.6","subjects who maintain stable remission at 24 months; ACR 20,50,70 at month 4,8,12,24; DAS 28 at month 4,8,12,24; HAQ at week 0,4,8,12,24; radiographic progression at months 12, 24; safety of different treatment regimens",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00497614,https://clinicaltrials.gov/study/NCT00497614,N/A,Completed,2006-05-01,8,Rheumatoid Arthritis,1,1,There is no primary outcome measure specified for this study.,There are no secondary outcome measures specified for this study.,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00512863,https://clinicaltrials.gov/study/NCT00512863,Phase 2,Withdrawn,2007-08-01,272,Asthma,1,5,The primary efficacy endpoint is the change from Baseline in post-bronchodilator FEV1 in subjects treated with adalimumab vs. placebo.,Change from Baseline (pre-bronchodilator) in FEV1 ~ Change from Baseline in percent predicted FEV1 ~ Change from Baseline in pre-bronchodilator FEV1 ~ Changes from Baseline in post-bronchodilator FEV1 ~ Proportion of sub,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00513370,https://clinicaltrials.gov/study/NCT00513370,Phase 3,Completed,2007-09-01,203,Psoriasis,1,15,Number of Subjects With Psoriasis Area and Severity Index (PASI) 75 Response at 16 Weeks,Change From Baseline on the EuroQol (EQ-5D) Quality of Life Questionnaire ~ Change in Productivity Outcomes and Costs From Baseline as Measured by the Health and Labour Questionnaire (HLQ) ~ Change in Resource Utilizatio,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00514982,https://clinicaltrials.gov/study/NCT00514982,Phase 2,Withdrawn,2007-08-07,0,Colitis; Cytokines; Drug Evaluation; Hermanski-Pudlak Syndrome; Lymphocytes,1,1,To detect patterns of immune abnormalities in the colitis associated with Hermansky-Pudlak Syndrome (HPS).,Document the clinical response to and tolerance of conventional inflammatory bowel disease (IBD) therapy for HPS patients with active colitis associated with Hermansky-Pudlak Syndrome (HPS).,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00517296,https://clinicaltrials.gov/study/NCT00517296,Phase 4,Completed,2008-01-01,21,Crohn Disease; Rectal Fistula,1,2,Number of Participants With Durable Fistula Healing,Changes in Disease Activity ~ Changes in Perianal Disease Activity Index (PDAI),No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00525902,https://clinicaltrials.gov/study/NCT00525902,Phase 2,Completed,2008-01-01,31,Uveitis,2,0,Cumulative Endpoint,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00538902,https://clinicaltrials.gov/study/NCT00538902,Phase 2,Completed,2007-08-01,302,Rheumatoid Arthritis,1,16,Number of Participants With American College of Rheumatology (ACR)20 at Week 12 of the Double-Blind Period,Mean Change in Patient's Assessment of Pain (Visual Analog Scale [VAS]) Through Week 92 of the Open-Label Period ~ Mean Change in Patient's Global Assessment of Disease Activity (Visual Analog Scale [VAS]) Through Week 9,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00550446,https://clinicaltrials.gov/study/NCT00550446,Phase 2,Completed,2007-09-01,386,"Arthritis, Rheumatoid",1,30,Percentage of Participants Achieving American College of Rheumatology 20% (ACR20) Response at Week 12,36-Item Short-Form Health Survey (SF-36) ~ Area Under the Numeric Index of American College of Rheumatology Response (ACR-n) Curve ~ C-Reactive Protein (CRP) ~ Change From Baseline in 36-Item Short-Form Health Survey (SF,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00566722,https://clinicaltrials.gov/study/NCT00566722,Phase 3,Completed,2008-01-01,152,Psoriasis,1,12,Number of Participants Who Achieved a Physician's Global Assessment (PGA) of Clear (0) or Minimal (1) at Week 16,"Dermatology Life Quality Index (DLQI) Total Score ~ Number of Participants Achieving 0 or 1 on Patient's Global Assessment at Weeks 2, 4, and 8 ~ Number of Participants Achieving DLQI Total Score of 0 at Week 4 and Week ",No
